source_iso3,destination_iso3,scenario,forbidden,policy_penalty_usd_per_t,approval_delay_days,modeled_policy_cost_per_kg,source_basis,notes,strategy3_supply,strategy2_supply
NLD,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
NLD,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,8007.7393897256225,8007.7393897256225
SVK,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
SVK,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
SVK,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
SVK,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
SVK,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
SVK,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
SVK,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
SVK,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,209.53957977775494,209.53957977775494
POL,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
POL,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
POL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
POL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
POL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
POL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
POL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
POL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,1756.1959139660194,1756.1959139660194
NOR,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
NOR,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
NOR,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
NOR,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
NOR,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
NOR,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
NOR,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
NOR,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,7637.137740094282,7637.137740094282
ISL,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
ISL,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
ISL,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
ISL,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
ISL,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
ISL,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
ISL,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
ISL,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,337.9970321940382,0.0
DNK,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
DNK,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
DNK,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
DNK,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
DNK,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
DNK,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
DNK,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
DNK,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,3783.7667107095685,0.0
LUX,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
LUX,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
LUX,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
LUX,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
LUX,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
LUX,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
LUX,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
LUX,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,20.735300457621495,0.0
AUS,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
AUS,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
AUS,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
AUS,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
AUS,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
AUS,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
AUS,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
AUS,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,983.4793711691091,983.4793711691091
HUN,YUG,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
HUN,RUS,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
HUN,CHN,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
HUN,VNM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
HUN,IND,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
HUN,ROM,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
HUN,THA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
HUN,BRA,baseline,1,0.0,0.0,0.0,regulation_proxy,Basel Ban Amendment proxy for Annex VII to non-Annex VII hazardous waste recovery exports.,56.37904460130991,56.37904460130991
