,country,type,recycling_m,scrap,year,Strategy type
1110,Norway,NMC622,Direct,1952.7030516661362,2048,Strategy 1
1113,Norway,NMC811,Direct,1547.1480829035502,2048,Strategy 1
612,Panama,LFP,Direct,0.0,2048,Strategy 1
615,Panama,NCA,Direct,5.492625666341135,2048,Strategy 1
618,Panama,NMC111,Direct,2.185144884902225,2048,Strategy 1
621,Panama,NMC523,Direct,1.9429354068056142,2048,Strategy 1
624,Panama,NMC622,Direct,0.8190094640734713,2048,Strategy 1
627,Panama,NMC811,Direct,0.4101413658618249,2048,Strategy 1
648,Paraguay,LFP,Direct,0.0,2048,Strategy 1
651,Paraguay,NCA,Direct,9238.26131777791,2048,Strategy 1
655,Paraguay,NMC111,Hydro,2343.309862143304,2048,Strategy 1
658,Paraguay,NMC523,Hydro,2905.9629937346726,2048,Strategy 1
660,Paraguay,NMC622,Direct,1439.6361698481437,2048,Strategy 1
663,Paraguay,NMC811,Direct,1146.1407761639111,2048,Strategy 1
630,Peru,LFP,Direct,0.0,2048,Strategy 1
633,Peru,NCA,Direct,67055.54673469014,2048,Strategy 1
637,Peru,NMC111,Hydro,17010.368004876447,2048,Strategy 1
640,Peru,NMC523,Hydro,21093.027323240873,2048,Strategy 1
643,Peru,NMC622,Hydro,10449.453658241457,2048,Strategy 1
645,Peru,NMC811,Direct,8318.89527763133,2048,Strategy 1
1008,Poland,LFP,Direct,160.26323627523618,2048,Strategy 1
1011,Poland,NCA,Direct,55890.45558223733,2048,Strategy 1
1015,Poland,NMC111,Hydro,31724.257890465797,2048,Strategy 1
1018,Poland,NMC523,Hydro,35667.0622986621,2048,Strategy 1
1021,Poland,NMC622,Hydro,17670.08121010259,2048,Strategy 1
1023,Poland,NMC811,Direct,11004.169024875602,2048,Strategy 1
1314,Romania,LFP,Direct,22.220856766625445,2048,Strategy 1
1317,Romania,NCA,Direct,8748.393473223556,2048,Strategy 1
1321,Romania,NMC111,Hydro,4965.613650678327,2048,Strategy 1
1324,Romania,NMC523,Hydro,5582.852752308279,2048,Strategy 1
1326,Romania,NMC622,Direct,2765.874290958196,2048,Strategy 1
1329,Romania,NMC811,Direct,1722.5178852958413,2048,Strategy 1
1116,Russian Federation,LFP,Direct,0.0,2048,Strategy 1
1119,Russian Federation,NCA,Direct,162681.63127899484,2048,Strategy 1
1123,Russian Federation,NMC111,Hydro,41269.743062061,2048,Strategy 1
1126,Russian Federation,NMC523,Hydro,51172.26249453692,2048,Strategy 1
1128,Russian Federation,NMC622,Direct,25350.53206270867,2048,Strategy 1
1131,Russian Federation,NMC811,Direct,20182.507409827598,2048,Strategy 1
450,Saint Lucia,LFP,Direct,0.0,2048,Strategy 1
453,Saint Lucia,NCA,Direct,252.42062286574009,2048,Strategy 1
456,Saint Lucia,NMC111,Direct,64.04986084501272,2048,Strategy 1
459,Saint Lucia,NMC523,Direct,79.40802909061429,2048,Strategy 1
462,Saint Lucia,NMC622,Direct,39.335252680412964,2048,Strategy 1
465,Saint Lucia,NMC811,Direct,31.312208646114897,2048,Strategy 1
666,Senegal,LFP,Direct,0.0,2048,Strategy 1
669,Senegal,NCA,Direct,357657.77224844944,2048,Strategy 1
673,Senegal,NMC111,Hydro,90711.15521099421,2048,Strategy 1
676,Senegal,NMC523,Hydro,112502.77226287105,2048,Strategy 1
679,Senegal,NMC622,Hydro,55736.47601830315,2048,Strategy 1
681,Senegal,NMC811,Direct,44376.74342198174,2048,Strategy 1
1134,Serbia,LFP,Direct,0.0,2048,Strategy 1
1137,Serbia,NCA,Direct,5777.8365184947015,2048,Strategy 1
1141,Serbia,NMC111,Hydro,1466.0374273286939,2048,Strategy 1
1144,Serbia,NMC523,Hydro,1817.390535964973,2048,Strategy 1
1146,Serbia,NMC622,Direct,900.3202233612491,2048,Strategy 1
1149,Serbia,NMC811,Direct,716.7467406110717,2048,Strategy 1
1026,Slovakia,LFP,Direct,23.115322701764903,2048,Strategy 1
1029,Slovakia,NCA,Direct,8087.197721995783,2048,Strategy 1
1033,Slovakia,NMC111,Hydro,4590.437326961021,2048,Strategy 1
1036,Slovakia,NMC523,Hydro,5160.935588654184,2048,Strategy 1
1038,Slovakia,NMC622,Direct,2556.8105081032686,2048,Strategy 1
1041,Slovakia,NMC811,Direct,1592.2615236798208,2048,Strategy 1
774,South Africa,LFP,Direct,0.0,2048,Strategy 1
777,South Africa,NCA,Direct,5334.126489962738,2048,Strategy 1
781,South Africa,NMC111,Hydro,1353.0815543704377,2048,Strategy 1
784,South Africa,NMC523,Hydro,1677.8651710704794,2048,Strategy 1
786,South Africa,NMC622,Direct,831.228609887523,2048,Strategy 1
789,South Africa,NMC811,Direct,661.7818910965253,2048,Strategy 1
1044,Spain,LFP,Direct,183.69665162896115,2048,Strategy 1
1047,Spain,NCA,Direct,64254.780261102394,2048,Strategy 1
1051,Spain,NMC111,Hydro,36477.12644773199,2048,Strategy 1
1054,Spain,NMC523,Hydro,41005.9262471857,2048,Strategy 1
1057,Spain,NMC622,Hydro,20313.565159951064,2048,Strategy 1
1059,Spain,NMC811,Direct,12648.301924672141,2048,Strategy 1
1062,Sweden,LFP,Direct,89.46066434048097,2048,Strategy 1
1065,Sweden,NCA,Direct,118175.18778509257,2048,Strategy 1
1069,Sweden,NMC111,Hydro,40249.20261876904,2048,Strategy 1
1072,Sweden,NMC523,Hydro,47749.62044871132,2048,Strategy 1
1075,Sweden,NMC622,Hydro,23651.978184303964,2048,Strategy 1
1077,Sweden,NMC811,Direct,17034.736314196176,2048,Strategy 1
1296,Switzerland,LFP,Direct,0.0,2048,Strategy 1
1299,Switzerland,NCA,Direct,18948.613674760818,2048,Strategy 1
1303,Switzerland,NMC111,Hydro,4811.276845161911,2048,Strategy 1
1306,Switzerland,NMC523,Hydro,5960.889261049491,2048,Strategy 1
1308,Switzerland,NMC622,Direct,2952.302096715124,2048,Strategy 1
1311,Switzerland,NMC811,Direct,2349.358033857793,2048,Strategy 1
900,Thailand,LFP,Direct,0.0,2048,Strategy 1
903,Thailand,NCA,Direct,167744.52377223058,2048,Strategy 1
907,Thailand,NMC111,Hydro,42558.665354355355,2048,Strategy 1
910,Thailand,NMC523,Hydro,52765.89194986281,2048,Strategy 1
912,Thailand,NMC622,Direct,26139.38778533803,2048,Strategy 1
915,Thailand,NMC811,Direct,20809.986494893743,2048,Strategy 1
720,Togo,LFP,Direct,0.0,2048,Strategy 1
723,Togo,NCA,Direct,11211.320047106528,2048,Strategy 1
727,Togo,NMC111,Hydro,2843.707922244117,2048,Strategy 1
730,Togo,NMC523,Hydro,3526.5883818412954,2048,Strategy 1
732,Togo,NMC622,Direct,1747.1267215165262,2048,Strategy 1
735,Togo,NMC811,Direct,1391.0020722353418,2048,Strategy 1
738,Trinidad and Tobago,LFP,Direct,0.0,2048,Strategy 1
741,Trinidad and Tobago,NCA,Direct,5593.402451224798,2048,Strategy 1
745,Trinidad and Tobago,NMC111,Hydro,1418.6921230663734,2048,Strategy 1
748,Trinidad and Tobago,NMC523,Hydro,1759.4474038517315,2048,Strategy 1
750,Trinidad and Tobago,NMC622,Direct,871.6592795231508,2048,Strategy 1
753,Trinidad and Tobago,NMC811,Direct,693.9865527695902,2048,Strategy 1
1152,Turkey,LFP,Direct,0.0,2048,Strategy 1
1155,Turkey,NCA,Direct,128820.78685550747,2048,Strategy 1
1159,Turkey,NMC111,Hydro,32676.16121872536,2048,Strategy 1
1162,Turkey,NMC523,Hydro,40520.69336144444,2048,Strategy 1
1165,Turkey,NMC622,Hydro,20074.371255599493,2048,Strategy 1
1167,Turkey,NMC811,Direct,15982.716401031465,2048,Strategy 1
1170,USA,LFP,Direct,3.845727657788942,2048,Strategy 1
1173,USA,NCA,Direct,8214706.934559381,2048,Strategy 1
1177,USA,NMC111,Hydro,918253.7940999761,2048,Strategy 1
1180,USA,NMC523,Hydro,1032299.3783521933,2048,Strategy 1
1182,USA,NMC622,Direct,511407.036984826,2048,Strategy 1
1185,USA,NMC811,Direct,642151.4259017978,2048,Strategy 1
1080,United Kingdom,LFP,Direct,0.0,2048,Strategy 1
1083,United Kingdom,NCA,Direct,152308.55900136882,2048,Strategy 1
1087,United Kingdom,NMC111,Hydro,38661.77388910376,2048,Strategy 1
1090,United Kingdom,NMC523,Hydro,47912.53305886089,2048,Strategy 1
1093,United Kingdom,NMC622,Hydro,23731.887526255334,2048,Strategy 1
1095,United Kingdom,NMC811,Direct,18888.598099041606,2048,Strategy 1
756,Uruguay,LFP,Direct,0.0,2048,Strategy 1
759,Uruguay,NCA,Direct,3327.756628738721,2048,Strategy 1
763,Uruguay,NMC111,Hydro,844.3399553664884,2048,Strategy 1
766,Uruguay,NMC523,Hydro,1046.8122977255864,2048,Strategy 1
768,Uruguay,NMC622,Direct,518.5618531734573,2048,Strategy 1
771,Uruguay,NMC811,Direct,412.7984383035177,2048,Strategy 1
918,Viet Nam,LFP,Direct,0.0,2048,Strategy 1
921,Viet Nam,NCA,Direct,77273.15019450961,2048,Strategy 1
925,Viet Nam,NMC111,Hydro,19649.127716268333,2048,Strategy 1
928,Viet Nam,NMC523,Hydro,24310.977592591233,2048,Strategy 1
931,Viet Nam,NMC622,Hydro,12036.117897205266,2048,Strategy 1
933,Viet Nam,NMC811,Direct,9575.464054810482,2048,Strategy 1
792,Zambia,LFP,Direct,0.0,2048,Strategy 1
795,Zambia,NCA,Direct,84.62489543269425,2048,Strategy 1
798,Zambia,NMC111,Direct,37.66863224377427,2048,Strategy 1
801,Zambia,NMC523,Direct,22.216506343858825,2048,Strategy 1
804,Zambia,NMC622,Direct,8.895424580448333,2048,Strategy 1
807,Zambia,NMC811,Direct,3.3716436083387027,2048,Strategy 1
810,Zimbabwe,LFP,Direct,0.0,2048,Strategy 1
813,Zimbabwe,NCA,Direct,8.042708029528361,2048,Strategy 1
816,Zimbabwe,NMC111,Direct,2.3473592415208695,2048,Strategy 1
819,Zimbabwe,NMC523,Direct,2.5737179847735203,2048,Strategy 1
822,Zimbabwe,NMC622,Direct,1.2197065340052655,2048,Strategy 1
825,Zimbabwe,NMC811,Direct,0.7608821498905818,2048,Strategy 1
18,Afghanistan,LFP,Direct,0.0,2048,Strategy 1
33,Afghanistan,NCA,Direct,0.0207162862074554,2048,Strategy 1
21,Afghanistan,NMC111,Direct,0.0052541748441241,2048,Strategy 1
30,Afghanistan,NMC523,Direct,0.0065163936849322,2048,Strategy 1
24,Afghanistan,NMC622,Direct,0.0032283732047177,2048,Strategy 1
27,Afghanistan,NMC811,Direct,0.0,2048,Strategy 1
54,Albania,LFP,Direct,25.898010497468487,2048,Strategy 1
69,Albania,NCA,Direct,10349.970714672512,2048,Strategy 1
58,Albania,NMC111,Hydro,5874.671780279636,2048,Strategy 1
67,Albania,NMC523,Hydro,6604.910911905773,2048,Strategy 1
60,Albania,NMC622,Direct,3272.226070035522,2048,Strategy 1
63,Albania,NMC811,Direct,2037.861881514276,2048,Strategy 1
792,Algeria,LFP,Direct,0.0,2048,Strategy 1
807,Algeria,NCA,Direct,1564.9693379326518,2048,Strategy 1
795,Algeria,NMC111,Direct,399.603828903788,2048,Strategy 1
805,Algeria,NMC523,Hydro,492.06797027063016,2048,Strategy 1
798,Algeria,NMC622,Direct,243.43370335496465,2048,Strategy 1
801,Algeria,NMC811,Direct,193.5448086146424,2048,Strategy 1
72,Andorra,LFP,Direct,0.0,2048,Strategy 1
87,Andorra,NCA,Direct,6.527596463065241,2048,Strategy 1
75,Andorra,NMC111,Direct,1.6806738934683882,2048,Strategy 1
84,Andorra,NMC523,Direct,2.0488314979595823,2048,Strategy 1
78,Andorra,NMC622,Direct,1.0121462661508007,2048,Strategy 1
81,Andorra,NMC811,Direct,0.8035220971701432,2048,Strategy 1
36,Angola,LFP,Direct,0.0,2048,Strategy 1
51,Angola,NCA,Direct,698.3166508058924,2048,Strategy 1
39,Angola,NMC111,Direct,177.38636246244792,2048,Strategy 1
48,Angola,NMC523,Direct,219.59138907617933,2048,Strategy 1
42,Angola,NMC622,Direct,108.75895549300004,2048,Strategy 1
45,Angola,NMC811,Direct,86.53198166361915,2048,Strategy 1
108,Argentina,LFP,Direct,0.0,2048,Strategy 1
123,Argentina,NCA,Direct,6884.894781462054,2048,Strategy 1
112,Argentina,NMC111,Hydro,1754.3926362390418,2048,Strategy 1
121,Argentina,NMC523,Hydro,2165.7017027480747,2048,Strategy 1
114,Argentina,NMC622,Direct,1072.3477867898998,2048,Strategy 1
117,Argentina,NMC811,Direct,853.1387205946438,2048,Strategy 1
126,Armenia,LFP,Direct,0.0,2048,Strategy 1
141,Armenia,NCA,Direct,0.7967218787869665,2048,Strategy 1
129,Armenia,NMC111,Direct,0.3034680148147162,2048,Strategy 1
138,Armenia,NMC523,Direct,0.2650723909459315,2048,Strategy 1
132,Armenia,NMC622,Direct,0.1159075638248429,2048,Strategy 1
135,Armenia,NMC811,Direct,0.0552707570809234,2048,Strategy 1
0,Aruba,LFP,Direct,0.0,2048,Strategy 1
15,Aruba,NCA,Direct,0.49312010760822,2048,Strategy 1
3,Aruba,NMC111,Direct,0.2504589551174048,2048,Strategy 1
12,Aruba,NMC523,Direct,0.1862373480918037,2048,Strategy 1
6,Aruba,NMC622,Direct,0.0725442297747105,2048,Strategy 1
9,Aruba,NMC811,Direct,0.0449200496943901,2048,Strategy 1
144,Australia,LFP,Direct,0.0,2048,Strategy 1
159,Australia,NCA,Direct,34375.335796368374,2048,Strategy 1
148,Australia,NMC111,Hydro,8719.18509508233,2048,Strategy 1
157,Australia,NMC523,Hydro,10812.95662992684,2048,Strategy 1
151,Australia,NMC622,Hydro,5356.874217579073,2048,Strategy 1
153,Australia,NMC811,Direct,4264.893940358204,2048,Strategy 1
162,Austria,LFP,Direct,19.437606607098697,2048,Strategy 1
177,Austria,NCA,Direct,6855.5145179107485,2048,Strategy 1
166,Austria,NMC111,Hydro,3894.392881200919,2048,Strategy 1
175,Austria,NMC523,Hydro,4375.156063107187,2048,Strategy 1
168,Austria,NMC622,Direct,2166.680007258108,2048,Strategy 1
171,Austria,NMC811,Direct,1348.2366220472543,2048,Strategy 1
180,Azerbaijan,LFP,Direct,0.0,2048,Strategy 1
195,Azerbaijan,NCA,Direct,15309.207291009296,2048,Strategy 1
184,Azerbaijan,NMC111,Hydro,3882.97104746239,2048,Strategy 1
193,Azerbaijan,NMC523,Hydro,4815.613589053283,2048,Strategy 1
186,Azerbaijan,NMC622,Direct,2385.738031298623,2048,Strategy 1
189,Azerbaijan,NMC811,Direct,1899.4565099686192,2048,Strategy 1
324,Bahamas,LFP,Direct,0.0,2048,Strategy 1
339,Bahamas,NCA,Direct,0.0184481353189225,2048,Strategy 1
327,Bahamas,NMC111,Direct,0.0048108798846498,2048,Strategy 1
336,Bahamas,NMC523,Direct,0.0056427448780772,2048,Strategy 1
330,Bahamas,NMC622,Direct,0.0,2048,Strategy 1
333,Bahamas,NMC811,Direct,0.0,2048,Strategy 1
306,Bahrain,LFP,Direct,0.0,2048,Strategy 1
321,Bahrain,NCA,Direct,0.6601237980377126,2048,Strategy 1
309,Bahrain,NMC111,Direct,0.4132259012019219,2048,Strategy 1
318,Bahrain,NMC523,Direct,0.2609287875799641,2048,Strategy 1
312,Bahrain,NMC622,Direct,0.0868192485023708,2048,Strategy 1
315,Bahrain,NMC811,Direct,0.0098681875336374,2048,Strategy 1
270,Bangladesh,LFP,Direct,0.0,2048,Strategy 1
285,Bangladesh,NCA,Direct,2.025265023355548,2048,Strategy 1
273,Bangladesh,NMC111,Direct,0.5494337626462481,2048,Strategy 1
282,Bangladesh,NMC523,Direct,0.6165451672369587,2048,Strategy 1
276,Bangladesh,NMC622,Direct,0.302839580813838,2048,Strategy 1
279,Bangladesh,NMC811,Direct,0.2411175299421921,2048,Strategy 1
432,Barbados,LFP,Direct,0.0,2048,Strategy 1
447,Barbados,NCA,Direct,0.1287566645343844,2048,Strategy 1
435,Barbados,NMC111,Direct,0.0326559512188271,2048,Strategy 1
444,Barbados,NMC523,Direct,0.0405009424169694,2048,Strategy 1
438,Barbados,NMC622,Direct,0.0200651103108193,2048,Strategy 1
441,Barbados,NMC811,Direct,0.0153794816542208,2048,Strategy 1
360,Belarus,LFP,Direct,0.0,2048,Strategy 1
375,Belarus,NCA,Direct,29850.73603561277,2048,Strategy 1
364,Belarus,NMC111,Hydro,7571.309115913879,2048,Strategy 1
373,Belarus,NMC523,Hydro,9389.741450442089,2048,Strategy 1
367,Belarus,NMC622,Hydro,4651.8282812392445,2048,Strategy 1
369,Belarus,NMC811,Direct,3703.6299712972304,2048,Strategy 1
216,Belgium,LFP,Direct,25.29311033419976,2048,Strategy 1
231,Belgium,NCA,Direct,8931.528466549447,2048,Strategy 1
220,Belgium,NMC111,Hydro,5073.620902222596,2048,Strategy 1
229,Belgium,NMC523,Hydro,5699.78614196522,2048,Strategy 1
222,Belgium,NMC622,Direct,2822.594829628074,2048,Strategy 1
225,Belgium,NMC811,Direct,1756.4742366846897,2048,Strategy 1
234,Benin,LFP,Direct,0.0,2048,Strategy 1
249,Benin,NCA,Direct,117314.67361338988,2048,Strategy 1
238,Benin,NMC111,Hydro,29753.978024825,2048,Strategy 1
247,Benin,NMC523,Hydro,36901.81779316529,2048,Strategy 1
241,Benin,NMC622,Hydro,18282.01924822667,2048,Strategy 1
243,Benin,NMC811,Direct,14555.931282653395,2048,Strategy 1
378,Bermuda,LFP,Direct,0.0,2048,Strategy 1
393,Bermuda,NCA,Direct,0.4546504203695906,2048,Strategy 1
381,Bermuda,NMC111,Direct,0.2901639547721481,2048,Strategy 1
390,Bermuda,NMC523,Direct,0.1969814845290165,2048,Strategy 1
384,Bermuda,NMC622,Direct,0.0643162094509127,2048,Strategy 1
387,Bermuda,NMC811,Direct,0.0092877269017459,2048,Strategy 1
396,Bolivia (Plurinational State of),LFP,Direct,0.0,2048,Strategy 1
411,Bolivia (Plurinational State of),NCA,Direct,13313.659574786558,2048,Strategy 1
400,Bolivia (Plurinational State of),NMC111,Hydro,3377.0136922564693,2048,Strategy 1
409,Bolivia (Plurinational State of),NMC523,Hydro,4187.871223919321,2048,Strategy 1
402,Bolivia (Plurinational State of),NMC622,Direct,2074.718135067578,2048,Strategy 1
405,Bolivia (Plurinational State of),NMC811,Direct,1651.7613019027788,2048,Strategy 1
342,Bosnia Herzegovina,LFP,Direct,0.0,2048,Strategy 1
357,Bosnia Herzegovina,NCA,Direct,1742.112625725805,2048,Strategy 1
345,Bosnia Herzegovina,NMC111,Direct,441.9083623387514,2048,Strategy 1
355,Bosnia Herzegovina,NMC523,Hydro,547.973741681489,2048,Strategy 1
348,Bosnia Herzegovina,NMC622,Direct,271.4708839670777,2048,Strategy 1
351,Bosnia Herzegovina,NMC811,Direct,216.13046071081985,2048,Strategy 1
468,Botswana,LFP,Direct,0.0,2048,Strategy 1
483,Botswana,NCA,Direct,681.9933017487742,2048,Strategy 1
471,Botswana,NMC111,Direct,173.18077853106985,2048,Strategy 1
480,Botswana,NMC523,Direct,214.5762640549256,2048,Strategy 1
474,Botswana,NMC622,Direct,106.27225855804151,2048,Strategy 1
477,Botswana,NMC811,Direct,84.56241057476825,2048,Strategy 1
414,Brazil,LFP,Direct,0.0,2048,Strategy 1
429,Brazil,NCA,Direct,462705.9757861796,2048,Strategy 1
418,Brazil,NMC111,Hydro,117354.0261585108,2048,Strategy 1
427,Brazil,NMC523,Hydro,145546.10080492345,2048,Strategy 1
421,Brazil,NMC622,Hydro,72106.91572187412,2048,Strategy 1
423,Brazil,NMC811,Direct,57410.69481735724,2048,Strategy 1
450,Brunei Darussalam,LFP,Direct,0.0,2048,Strategy 1
465,Brunei Darussalam,NCA,Direct,30.240946730085543,2048,Strategy 1
453,Brunei Darussalam,NMC111,Direct,7.69194947234041,2048,Strategy 1
462,Brunei Darussalam,NMC523,Direct,9.51101624957568,2048,Strategy 1
456,Brunei Darussalam,NMC622,Direct,4.70940847840609,2048,Strategy 1
459,Brunei Darussalam,NMC811,Direct,3.746818132134664,2048,Strategy 1
288,Bulgaria,LFP,Direct,55.854363652701466,2048,Strategy 1
303,Bulgaria,NCA,Direct,22093.13009149617,2048,Strategy 1
292,Bulgaria,NMC111,Hydro,12540.126397875603,2048,Strategy 1
301,Bulgaria,NMC523,Hydro,14098.897147899226,2048,Strategy 1
295,Bulgaria,NMC622,Hydro,6984.919100419653,2048,Strategy 1
297,Bulgaria,NMC811,Direct,4350.033046076584,2048,Strategy 1
252,Burkina Faso,LFP,Direct,0.0,2048,Strategy 1
267,Burkina Faso,NCA,Direct,29657.43428884377,2048,Strategy 1
256,Burkina Faso,NMC111,Hydro,7522.045621082346,2048,Strategy 1
265,Burkina Faso,NMC523,Hydro,9328.897116619491,2048,Strategy 1
259,Burkina Faso,NMC622,Hydro,4621.7301148922215,2048,Strategy 1
261,Burkina Faso,NMC811,Direct,3679.7532679122896,2048,Strategy 1
198,Burundi,LFP,Direct,0.0,2048,Strategy 1
213,Burundi,NCA,Direct,2582.753855065217,2048,Strategy 1
201,Burundi,NMC111,Direct,655.4414699985477,2048,Strategy 1
211,Burundi,NMC523,Hydro,812.5784188354647,2048,Strategy 1
204,Burundi,NMC622,Direct,402.4944692887664,2048,Strategy 1
207,Burundi,NMC811,Direct,320.424593971522,2048,Strategy 1
558,C?te d'Ivoire,LFP,Direct,0.0,2048,Strategy 1
573,C?te d'Ivoire,NCA,Direct,1091.1034757741177,2048,Strategy 1
561,C?te d'Ivoire,NMC111,Direct,277.18481517793384,2048,Strategy 1
570,C?te d'Ivoire,NMC523,Direct,343.1479568995713,2048,Strategy 1
564,C?te d'Ivoire,NMC622,Direct,169.95342675737518,2048,Strategy 1
567,C?te d'Ivoire,NMC811,Direct,135.2697743751246,2048,Strategy 1
648,Cabo Verde,LFP,Direct,0.0,2048,Strategy 1
663,Cabo Verde,NCA,Direct,140.5372549900653,2048,Strategy 1
651,Cabo Verde,NMC111,Direct,35.64676238746882,2048,Strategy 1
660,Cabo Verde,NMC523,Direct,44.20739738193546,2048,Strategy 1
654,Cabo Verde,NMC622,Direct,21.90080447489412,2048,Strategy 1
657,Cabo Verde,NMC811,Direct,17.436401279091616,2048,Strategy 1
1404,Cambodia,LFP,Direct,0.0,2048,Strategy 1
1419,Cambodia,NCA,Direct,30166.08533902069,2048,Strategy 1
1408,Cambodia,NMC111,Hydro,7651.03388415531,2048,Strategy 1
1417,Cambodia,NMC523,Hydro,9488.91594908303,2048,Strategy 1
1411,Cambodia,NMC622,Hydro,4701.000413745087,2048,Strategy 1
1413,Cambodia,NMC811,Direct,3742.827240959517,2048,Strategy 1
576,Cameroon,LFP,Direct,0.0,2048,Strategy 1
591,Cameroon,NCA,Direct,0.3597558434635488,2048,Strategy 1
579,Cameroon,NMC111,Direct,0.2703932231129691,2048,Strategy 1
588,Cameroon,NMC523,Direct,0.111993192243693,2048,Strategy 1
582,Cameroon,NMC622,Direct,0.0325011127730887,2048,Strategy 1
585,Cameroon,NMC811,Direct,0.0,2048,Strategy 1
486,Canada,LFP,Direct,0.0,2048,Strategy 1
501,Canada,NCA,Direct,369318.5270103047,2048,Strategy 1
490,Canada,NMC111,Hydro,93674.98144785734,2048,Strategy 1
499,Canada,NMC523,Hydro,116171.81772901054,2048,Strategy 1
493,Canada,NMC622,Hydro,57553.13952424212,2048,Strategy 1
495,Canada,NMC811,Direct,45821.47080385387,2048,Strategy 1
684,Cayman Isds,LFP,Direct,0.0,2048,Strategy 1
699,Cayman Isds,NCA,Direct,0.0052063450900698,2048,Strategy 1
687,Cayman Isds,NMC111,Direct,0.0,2048,Strategy 1
696,Cayman Isds,NMC523,Direct,0.0,2048,Strategy 1
690,Cayman Isds,NMC622,Direct,0.0,2048,Strategy 1
693,Cayman Isds,NMC811,Direct,0.0,2048,Strategy 1
522,Chile,LFP,Direct,0.0,2048,Strategy 1
537,Chile,NCA,Direct,37500.25682780333,2048,Strategy 1
526,Chile,NMC111,Hydro,9511.05670630213,2048,Strategy 1
535,Chile,NMC523,Hydro,11795.873319487995,2048,Strategy 1
529,Chile,NMC622,Hydro,5843.942493960605,2048,Strategy 1
531,Chile,NMC811,Direct,4652.869732173564,2048,Strategy 1
540,China,LFP,Direct,5211382.108238904,2048,Strategy 1
555,China,NCA,Direct,419724.6796986896,2048,Strategy 1
544,China,NMC111,Hydro,2067994.6284786544,2048,Strategy 1
553,China,NMC523,Hydro,601472.4700758251,2048,Strategy 1
546,China,NMC622,Direct,2390429.4632492536,2048,Strategy 1
549,China,NMC811,Direct,1281782.4026743516,2048,Strategy 1
612,Colombia,LFP,Direct,0.0,2048,Strategy 1
627,Colombia,NCA,Direct,13785.232749311916,2048,Strategy 1
616,Colombia,NMC111,Hydro,3498.0869261264206,2048,Strategy 1
625,Colombia,NMC523,Hydro,4336.195077991682,2048,Strategy 1
618,Colombia,NMC622,Direct,2148.013286929292,2048,Strategy 1
621,Colombia,NMC811,Direct,1709.929745667457,2048,Strategy 1
630,Comoros,LFP,Direct,0.0,2048,Strategy 1
645,Comoros,NCA,Direct,298.7181445892339,2048,Strategy 1
