,country,type,recycling_m,scrap,year,Strategy type
144,Thailand,LFP,Direct,0.0,2038,Strategy 2
147,Thailand,NCA,Direct,122741.65566596758,2038,Strategy 2
151,Thailand,NMC111,Hydro,31130.734123534807,2038,Strategy 2
154,Thailand,NMC523,Hydro,38617.19964022805,2038,Strategy 2
156,Thailand,NMC622,Direct,19131.3579087673,2038,Strategy 2
159,Thailand,NMC811,Direct,15231.636656865616,2038,Strategy 2
396,Turkey,LFP,Direct,0.0,2038,Strategy 2
399,Turkey,NCA,Direct,30900.220728637305,2038,Strategy 2
403,Turkey,NMC111,Hydro,7816.420966431589,2038,Strategy 2
406,Turkey,NMC523,Hydro,9728.082845868992,2038,Strategy 2
409,Turkey,NMC622,Hydro,4821.671563854802,2038,Strategy 2
411,Turkey,NMC811,Direct,3842.023647122517,2038,Strategy 2
414,USA,LFP,Direct,4.3642173029184,2038,Strategy 2
417,USA,NCA,Direct,3058742.8608383182,2038,Strategy 2
421,USA,NMC111,Hydro,341623.091401797,2038,Strategy 2
424,USA,NMC523,Hydro,384437.6009040566,2038,Strategy 2
426,USA,NMC622,Direct,190488.79115446127,2038,Strategy 2
429,USA,NMC811,Direct,239304.6691754069,2038,Strategy 2
324,United Kingdom,LFP,Direct,0.0,2038,Strategy 2
327,United Kingdom,NCA,Direct,133626.4356612474,2038,Strategy 2
331,United Kingdom,NMC111,Hydro,33888.71978174049,2038,Strategy 2
334,United Kingdom,NMC523,Hydro,42050.33567906684,2038,Strategy 2
337,United Kingdom,NMC622,Hydro,20830.51197323334,2038,Strategy 2
339,United Kingdom,NMC811,Direct,16580.321521913225,2038,Strategy 2
54,Uruguay,LFP,Direct,0.0,2038,Strategy 2
57,Uruguay,NCA,Direct,567.9301586713185,2038,Strategy 2
60,Uruguay,NMC111,Direct,144.5177100619135,2038,Strategy 2
63,Uruguay,NMC523,Direct,178.91921233657524,2038,Strategy 2
66,Uruguay,NMC622,Direct,88.53386723938975,2038,Strategy 2
69,Uruguay,NMC811,Direct,70.31990588699689,2038,Strategy 2
162,Viet Nam,LFP,Direct,0.0,2038,Strategy 2
165,Viet Nam,NCA,Direct,18526.117277467496,2038,Strategy 2
169,Viet Nam,NMC111,Hydro,4703.851502139619,2038,Strategy 2
172,Viet Nam,NMC523,Hydro,5841.077341507971,2038,Strategy 2
174,Viet Nam,NMC622,Direct,2891.7493565325526,2038,Strategy 2
177,Viet Nam,NMC811,Direct,2302.256373501491,2038,Strategy 2
18,Angola,LFP,Direct,0.0,2038,Strategy 3
21,Angola,NCA,Direct,305.3449526448943,2038,Strategy 3
24,Angola,NMC111,Direct,78.3373981950263,2038,Strategy 3
27,Angola,NMC523,Direct,96.13850777807339,2038,Strategy 3
30,Angola,NMC622,Direct,47.50456204221723,2038,Strategy 3
33,Angola,NMC811,Direct,37.53652019731084,2038,Strategy 3
36,Argentina,LFP,Direct,0.0,2038,Strategy 3
39,Argentina,NCA,Direct,4566.896596668553,2038,Strategy 3
43,Argentina,NMC111,Hydro,1182.4108511706515,2038,Strategy 3
46,Argentina,NMC523,Hydro,1446.7277405264804,2038,Strategy 3
48,Argentina,NMC622,Direct,715.2779956951188,2038,Strategy 3
51,Argentina,NMC811,Direct,567.2602939881431,2038,Strategy 3
0,Aruba,LFP,Direct,0.0,2038,Strategy 3
3,Aruba,NCA,Direct,2.5022396563000715,2038,Strategy 3
6,Aruba,NMC111,Direct,1.0788602037350794,2038,Strategy 3
9,Aruba,NMC523,Direct,0.9044885702876198,2038,Strategy 3
12,Aruba,NMC622,Direct,0.4112299133583137,2038,Strategy 3
15,Aruba,NMC811,Direct,0.2981534810777357,2038,Strategy 3
1206,Australia,LFP,Direct,0.0,2038,Strategy 3
1209,Australia,NCA,Direct,40171.70647947167,2038,Strategy 3
1213,Australia,NMC111,Hydro,10186.65293132196,2038,Strategy 3
1216,Australia,NMC523,Hydro,12636.475596046228,2038,Strategy 3
1219,Australia,NMC622,Hydro,6260.661586369187,2038,Strategy 3
1221,Australia,NMC811,Direct,4985.449084280736,2038,Strategy 3
1260,Belgium,LFP,Direct,47.4781840716541,2038,Strategy 3
1263,Belgium,NCA,Direct,16573.713988217067,2038,Strategy 3
1267,Belgium,NMC111,Hydro,9409.94115559116,2038,Strategy 3
1270,Belgium,NMC523,Hydro,10584.876048187747,2038,Strategy 3
1273,Belgium,NMC622,Hydro,5241.608777809662,2038,Strategy 3
1275,Belgium,NMC811,Direct,3260.6156831658095,2038,Strategy 3
54,Benin,LFP,Direct,0.0,2038,Strategy 3
57,Benin,NCA,Direct,10.821562483055668,2038,Strategy 3
60,Benin,NMC111,Direct,2.7446445781821884,2038,Strategy 3
63,Benin,NMC523,Direct,3.403974234702094,2038,Strategy 3
66,Benin,NMC622,Direct,1.6864038638293966,2038,Strategy 3
69,Benin,NMC811,Direct,1.342625943918328,2038,Strategy 3
90,Bermuda,LFP,Direct,0.0,2038,Strategy 3
93,Bermuda,NCA,Direct,2.1040991884502653,2038,Strategy 3
96,Bermuda,NMC111,Direct,1.3409399872563157,2038,Strategy 3
99,Bermuda,NMC523,Direct,0.9175406630278637,2038,Strategy 3
102,Bermuda,NMC622,Direct,0.2999343272203989,2038,Strategy 3
105,Bermuda,NMC811,Direct,0.04471815470264285,2038,Strategy 3
108,Bolivia (Plurinational State of),LFP,Direct,0.0,2038,Strategy 3
111,Bolivia (Plurinational State of),NCA,Direct,4013.625015456625,2038,Strategy 3
115,Bolivia (Plurinational State of),NMC111,Hydro,1018.2251275014015,2038,Strategy 3
118,Bolivia (Plurinational State of),NMC523,Hydro,1263.3794978627711,2038,Strategy 3
120,Bolivia (Plurinational State of),NMC622,Direct,625.7754171846832,2038,Strategy 3
123,Bolivia (Plurinational State of),NMC811,Direct,497.7390556498648,2038,Strategy 3
144,Botswana,LFP,Direct,0.0,2038,Strategy 3
147,Botswana,NCA,Direct,520.5115656526722,2038,Strategy 3
150,Botswana,NMC111,Direct,132.64826002738172,2038,Strategy 3
153,Botswana,NMC523,Direct,163.94378593229993,2038,Strategy 3
156,Botswana,NMC622,Direct,81.11582578871989,2038,Strategy 3
159,Botswana,NMC811,Direct,64.36712764028927,2038,Strategy 3
126,Brazil,LFP,Direct,0.0,2038,Strategy 3
129,Brazil,NCA,Direct,585594.8826911775,2038,Strategy 3
133,Brazil,NMC111,Hydro,148521.5038629938,2038,Strategy 3
136,Brazil,NMC523,Hydro,184201.41743909172,2038,Strategy 3
139,Brazil,NMC622,Hydro,91257.67881498358,2038,Strategy 3
141,Brazil,NMC811,Direct,72658.33090013896,2038,Strategy 3
72,Burkina Faso,LFP,Direct,0.0,2038,Strategy 3
75,Burkina Faso,NCA,Direct,2862.509962192172,2038,Strategy 3
78,Burkina Faso,NMC111,Direct,726.5648723533011,2038,Strategy 3
82,Burkina Faso,NMC523,Hydro,900.5928333491062,2038,Strategy 3
84,Burkina Faso,NMC622,Direct,446.1056636249368,2038,Strategy 3
87,Burkina Faso,NMC811,Direct,355.11457122538314,2038,Strategy 3
180,C?te d'Ivoire,LFP,Direct,0.0,2038,Strategy 3
183,C?te d'Ivoire,NCA,Direct,427.32922254742556,2038,Strategy 3
186,C?te d'Ivoire,NMC111,Direct,109.83562993464687,2038,Strategy 3
189,C?te d'Ivoire,NMC523,Direct,134.4660101785125,2038,Strategy 3
192,C?te d'Ivoire,NMC622,Direct,66.44687838408278,2038,Strategy 3
195,C?te d'Ivoire,NMC811,Direct,52.69123834264134,2038,Strategy 3
252,Cabo Verde,LFP,Direct,0.0,2038,Strategy 3
255,Cabo Verde,NCA,Direct,20.91334012510117,2038,Strategy 3
258,Cabo Verde,NMC111,Direct,5.318375571378843,2038,Strategy 3
261,Cabo Verde,NMC523,Direct,6.583027415761542,2038,Strategy 3
264,Cabo Verde,NMC622,Direct,3.2585977062475644,2038,Strategy 3
267,Cabo Verde,NMC811,Direct,2.5905771764284933,2038,Strategy 3
198,Cameroon,LFP,Direct,0.0,2038,Strategy 3
201,Cameroon,NCA,Direct,1.2222942634404563,2038,Strategy 3
204,Cameroon,NMC111,Direct,0.9759277197239555,2038,Strategy 3
207,Cameroon,NMC523,Direct,0.4920656371375326,2038,Strategy 3
210,Cameroon,NMC622,Direct,0.1413030152390972,2038,Strategy 3
213,Cameroon,NMC811,Direct,0.005813003890499765,2038,Strategy 3
1188,Canada,LFP,Direct,0.0,2038,Strategy 3
1191,Canada,NCA,Direct,410992.2047345896,2038,Strategy 3
1195,Canada,NMC111,Hydro,104217.23187481063,2038,Strategy 3
1198,Canada,NMC523,Hydro,129279.04885885939,2038,Strategy 3
1201,Canada,NMC622,Hydro,64050.486739826236,2038,Strategy 3
1203,Canada,NMC811,Direct,51003.01049238641,2038,Strategy 3
162,Chile,LFP,Direct,0.0,2038,Strategy 3
165,Chile,NCA,Direct,6861.966801270689,2038,Strategy 3
169,Chile,NMC111,Hydro,1740.4838797632476,2038,Strategy 3
172,Chile,NMC523,Hydro,2158.5203531953084,2038,Strategy 3
174,Chile,NMC622,Direct,1069.3558669656754,2038,Strategy 3
177,Chile,NMC811,Direct,851.348575357492,2038,Strategy 3
828,China,LFP,Direct,8270335.625244839,2038,Strategy 3
831,China,NCA,Direct,576903.9169230625,2038,Strategy 3
835,China,NMC111,Hydro,2841036.9550378905,2038,Strategy 3
838,China,NMC523,Hydro,826471.5318510892,2038,Strategy 3
840,China,NMC622,Direct,3284723.236569009,2038,Strategy 3
843,China,NMC811,Direct,1761527.7713674454,2038,Strategy 3
234,Colombia,LFP,Direct,0.0,2038,Strategy 3
237,Colombia,NCA,Direct,5686.040461713296,2038,Strategy 3
241,Colombia,NMC111,Hydro,1443.7633019959128,2038,Strategy 3
244,Colombia,NMC523,Hydro,1792.8914223620923,2038,Strategy 3
246,Colombia,NMC622,Direct,887.6595811738493,2038,Strategy 3
249,Colombia,NMC811,Direct,705.6152084485248,2038,Strategy 3
216,Congo,LFP,Direct,0.0,2038,Strategy 3
219,Congo,NCA,Direct,3.907123235733886,2038,Strategy 3
222,Congo,NMC111,Direct,1.6277922320340792,2038,Strategy 3
225,Congo,NMC523,Direct,1.3254619985057114,2038,Strategy 3
228,Congo,NMC622,Direct,0.5797772252475202,2038,Strategy 3
231,Congo,NMC811,Direct,0.38820458094014326,2038,Strategy 3
270,Costa Rica,LFP,Direct,0.0,2038,Strategy 3
273,Costa Rica,NCA,Direct,1843.3065538533817,2038,Strategy 3
276,Costa Rica,NMC111,Direct,469.99491111803604,2038,Strategy 3
280,Costa Rica,NMC523,Hydro,580.322095548319,2038,Strategy 3
282,Costa Rica,NMC622,Direct,287.1593484472902,2038,Strategy 3
285,Costa Rica,NMC811,Direct,228.05221957519987,2038,Strategy 3
1224,Czechia,LFP,Direct,6.359184542097713,2038,Strategy 3
1227,Czechia,NCA,Direct,2098.1522860782175,2038,Strategy 3
1231,Czechia,NMC111,Hydro,1190.9089944614934,2038,Strategy 3
1234,Czechia,NMC523,Hydro,1338.950344333866,2038,Strategy 3
1236,Czechia,NMC622,Direct,663.3489480039472,2038,Strategy 3
1239,Czechia,NMC811,Direct,413.1222177719006,2038,Strategy 3
288,Dominican Rep.,LFP,Direct,0.0,2038,Strategy 3
291,Dominican Rep.,NCA,Direct,5418.92613709394,2038,Strategy 3
295,Dominican Rep.,NMC111,Hydro,1374.8467729326264,2038,Strategy 3
298,Dominican Rep.,NMC523,Hydro,1704.6839279715816,2038,Strategy 3
300,Dominican Rep.,NMC622,Direct,844.4645293849629,2038,Strategy 3
303,Dominican Rep.,NMC811,Direct,672.0871863862474,2038,Strategy 3
306,Ecuador,LFP,Direct,0.0,2038,Strategy 3
309,Ecuador,NCA,Direct,3001.473503448835,2038,Strategy 3
312,Ecuador,NMC111,Direct,761.8521874910161,2038,Strategy 3
316,Ecuador,NMC523,Hydro,944.5107230886937,2038,Strategy 3
318,Ecuador,NMC622,Direct,467.8102370365792,2038,Strategy 3
321,Ecuador,NMC811,Direct,372.1965659141478,2038,Strategy 3
684,El Salvador,LFP,Direct,0.0,2038,Strategy 3
687,El Salvador,NCA,Direct,14.309908441135358,2038,Strategy 3
690,El Salvador,NMC111,Direct,4.87808873529891,2038,Strategy 3
693,El Salvador,NMC523,Direct,4.984506255476772,2038,Strategy 3
696,El Salvador,NMC622,Direct,2.227018637666338,2038,Strategy 3
699,El Salvador,NMC811,Direct,1.335503932152983,2038,Strategy 3
702,Eswatini,LFP,Direct,0.0,2038,Strategy 3
705,Eswatini,NCA,Direct,35.47588032409295,2038,Strategy 3
708,Eswatini,NMC111,Direct,9.027764103637583,2038,Strategy 3
711,Eswatini,NMC523,Direct,11.174185008679181,2038,Strategy 3
714,Eswatini,NMC622,Direct,5.530322089104733,2038,Strategy 3
717,Eswatini,NMC811,Direct,4.3966906418225316,2038,Strategy 3
1278,Finland,LFP,Direct,38.181120995784276,2038,Strategy 3
1281,Finland,NCA,Direct,12486.489378277913,2038,Strategy 3
1285,Finland,NMC111,Hydro,7087.524423226311,2038,Strategy 3
1288,Finland,NMC523,Hydro,7970.036122332184,2038,Strategy 3
1290,Finland,NMC622,Direct,3948.2029232474606,2038,Strategy 3
1293,Finland,NMC811,Direct,2458.3543507911854,2038,Strategy 3
936,France,LFP,Direct,258.9366525684794,2038,Strategy 3
939,France,NCA,Direct,90733.29225425827,2038,Strategy 3
943,France,NMC111,Hydro,51476.76518994239,2038,Strategy 3
946,France,NMC523,Hydro,57950.333463137154,2038,Strategy 3
949,France,NMC622,Hydro,28703.246725513258,2038,Strategy 3
951,France,NMC811,Direct,17863.372462583924,2038,Strategy 3
954,Germany,LFP,Direct,310.12304360081686,2038,Strategy 3
957,Germany,NCA,Direct,107746.91411222627,2038,Strategy 3
961,Germany,NMC111,Hydro,61185.395886148246,2038,Strategy 3
964,Germany,NMC523,Hydro,68814.0409657416,2038,Strategy 3
967,Germany,NMC622,Hydro,34074.30650067364,2038,Strategy 3
969,Germany,NMC811,Direct,21187.02538896085,2038,Strategy 3
324,Ghana,LFP,Direct,0.0,2038,Strategy 3
327,Ghana,NCA,Direct,22.061065990199722,2038,Strategy 3
330,Ghana,NMC111,Direct,10.407765176552017,2038,Strategy 3
333,Ghana,NMC523,Direct,8.42052816889093,2038,Strategy 3
336,Ghana,NMC622,Direct,3.313952652922272,2038,Strategy 3
339,Ghana,NMC811,Direct,0.5185982717382692,2038,Strategy 3
360,Grenada,LFP,Direct,0.0,2038,Strategy 3
363,Grenada,NCA,Direct,208.05364210116986,2038,Strategy 3
366,Grenada,NMC111,Direct,52.77585294404783,2038,Strategy 3
369,Grenada,NMC523,Direct,65.44756932051932,2038,Strategy 3
372,Grenada,NMC622,Direct,32.42257904435646,2038,Strategy 3
375,Grenada,NMC811,Direct,25.807776039960142,2038,Strategy 3
378,Guatemala,LFP,Direct,0.0,2038,Strategy 3
381,Guatemala,NCA,Direct,7977.612234523755,2038,Strategy 3
385,Guatemala,NMC111,Hydro,2026.3311560480017,2038,Strategy 3
388,Guatemala,NMC523,Hydro,2510.4200414740612,2038,Strategy 3
390,Guatemala,NMC622,Direct,1243.250973137461,2038,Strategy 3
393,Guatemala,NMC811,Direct,989.1823919236565,2038,Strategy 3
342,Guinea,LFP,Direct,0.0,2038,Strategy 3
345,Guinea,NCA,Direct,4.66841727589806,2038,Strategy 3
348,Guinea,NMC111,Direct,1.2188648014175585,2038,Strategy 3
351,Guinea,NMC523,Direct,1.3101209904425908,2038,Strategy 3
354,Guinea,NMC622,Direct,0.6490289050770505,2038,Strategy 3
357,Guinea,NMC811,Direct,0.5166140324525043,2038,Strategy 3
396,Guyana,LFP,Direct,0.0,2038,Strategy 3
399,Guyana,NCA,Direct,3084.6925250578543,2038,Strategy 3
402,Guyana,NMC111,Direct,782.3561523503173,2038,Strategy 3
406,Guyana,NMC523,Hydro,970.3028171500753,2038,Strategy 3
408,Guyana,NMC622,Direct,480.71061821712624,2038,Strategy 3
411,Guyana,NMC811,Direct,382.70843452870787,2038,Strategy 3
414,Honduras,LFP,Direct,0.0,2038,Strategy 3
417,Honduras,NCA,Direct,748.1848300519589,2038,Strategy 3
420,Honduras,NMC111,Direct,190.8589745730456,2038,Strategy 3
423,Honduras,NMC523,Direct,235.6545290524128,2038,Strategy 3
426,Honduras,NMC622,Direct,116.55396871811625,2038,Strategy 3
429,Honduras,NMC811,Direct,92.46428528071787,2038,Strategy 3
972,Hungary,LFP,Direct,156.6469199531379,2038,Strategy 3
975,Hungary,NCA,Direct,65960.68968503032,2038,Strategy 3
979,Hungary,NMC111,Hydro,33144.667020029294,2038,Strategy 3
982,Hungary,NMC523,Hydro,37681.05056775459,2038,Strategy 3
985,Hungary,NMC622,Hydro,18668.557392298782,2038,Strategy 3
987,Hungary,NMC811,Direct,11995.91201592682,2038,Strategy 3
846,India,LFP,Direct,0.0,2038,Strategy 3
849,India,NCA,Direct,1273020.581380535,2038,Strategy 3
853,India,NMC111,Hydro,322867.27184154367,2038,Strategy 3
856,India,NMC523,Hydro,400434.08645450504,2038,Strategy 3
858,India,NMC622,Direct,198384.72827970717,2038,Strategy 3
861,India,NMC811,Direct,157952.1746552072,2038,Strategy 3
990,Italy,LFP,Direct,197.35636744102325,2038,Strategy 3
993,Italy,NCA,Direct,69562.94878026939,2038,Strategy 3
997,Italy,NMC111,Hydro,39486.98120544718,2038,Strategy 3
1000,Italy,NMC523,Hydro,44399.06972640314,2038,Strategy 3
1003,Italy,NMC622,Hydro,21994.36487193991,2038,Strategy 3
1005,Italy,NMC811,Direct,13692.60011817654,2038,Strategy 3
432,Jamaica,LFP,Direct,0.0,2038,Strategy 3
435,Jamaica,NCA,Direct,6.789565281175701,2038,Strategy 3
438,Jamaica,NMC111,Direct,2.3522244211881618,2038,Strategy 3
441,Jamaica,NMC523,Direct,2.283538881660844,2038,Strategy 3
444,Jamaica,NMC622,Direct,1.0476421374657292,2038,Strategy 3
447,Jamaica,NMC811,Direct,0.29505598914101394,2038,Strategy 3
864,Japan,LFP,Direct,204.7238083489134,2038,Strategy 3
867,Japan,NCA,Direct,496166.5421351689,2038,Strategy 3
871,Japan,NMC111,Hydro,120007.58229770187,2038,Strategy 3
874,Japan,NMC523,Hydro,141583.5673949824,2038,Strategy 3
876,Japan,NMC622,Direct,70138.08277183928,2038,Strategy 3
879,Japan,NMC811,Direct,57622.598818846556,2038,Strategy 3
882,Korea,LFP,Direct,826.8824492979828,2038,Strategy 3
885,Korea,NCA,Direct,3334663.6498108683,2038,Strategy 3
889,Korea,NMC111,Hydro,789947.8278494582,2038,Strategy 3
892,Korea,NMC523,Hydro,948290.2996913918,2038,Strategy 3
894,Korea,NMC622,Direct,469755.25927471824,2038,Strategy 3
897,Korea,NMC811,Direct,387600.85828931694,2038,Strategy 3
468,Lesotho,LFP,Direct,0.0,2038,Strategy 3
471,Lesotho,NCA,Direct,715.7844214208832,2038,Strategy 3
474,Lesotho,NMC111,Direct,181.57198200335606,2038,Strategy 3
477,Lesotho,NMC523,Direct,225.15429779167144,2038,Strategy 3
480,Lesotho,NMC622,Direct,111.54294582686414,2038,Strategy 3
483,Lesotho,NMC811,Direct,88.78455879597853,2038,Strategy 3
504,Mali,LFP,Direct,0.0,2038,Strategy 3
507,Mali,NCA,Direct,360.95175897407506,2038,Strategy 3
510,Mali,NMC111,Direct,91.62692877161626,2038,Strategy 3
513,Mali,NMC523,Direct,113.56606176736688,2038,Strategy 3
516,Mali,NMC622,Direct,56.24743061351683,2038,Strategy 3
519,Mali,NMC811,Direct,44.74697754061779,2038,Strategy 3
486,Mexico,LFP,Direct,0.0,2038,Strategy 3
489,Mexico,NCA,Direct,30241.774185931034,2038,Strategy 3
493,Mexico,NMC111,Hydro,7670.257589917739,2038,Strategy 3
496,Mexico,NMC523,Hydro,9512.750515161175,2038,Strategy 3
499,Mexico,NMC622,Hydro,4712.801363479907,2038,Strategy 3
501,Mexico,NMC811,Direct,3752.2138853645774,2038,Strategy 3
522,Mozambique,LFP,Direct,0.0,2038,Strategy 3
525,Mozambique,NCA,Direct,171.93735847997667,2038,Strategy 3
528,Mozambique,NMC111,Direct,92.49867832903057,2038,Strategy 3
531,Mozambique,NMC523,Direct,69.11785990361938,2038,Strategy 3
534,Mozambique,NMC622,Direct,25.201243171840275,2038,Strategy 3
537,Mozambique,NMC811,Direct,4.741331817195202,2038,Strategy 3
540,Namibia,LFP,Direct,0.0,2038,Strategy 3
543,Namibia,NCA,Direct,2167.5815774111943,2038,Strategy 3
546,Namibia,NMC111,Direct,549.973145194825,2038,Strategy 3
550,Namibia,NMC523,Hydro,681.9090290382667,2038,Strategy 3
552,Namibia,NMC622,Direct,337.790662629403,2038,Strategy 3
555,Namibia,NMC811,Direct,268.8464314461584,2038,Strategy 3
1242,Netherlands,LFP,Direct,73.91318278091008,2038,Strategy 3
1245,Netherlands,NCA,Direct,25667.649411601073,2038,Strategy 3
1249,Netherlands,NMC111,Hydro,14527.655278577839,2038,Strategy 3
1252,Netherlands,NMC523,Hydro,16429.899049597436,2038,Strategy 3
1255,Netherlands,NMC622,Hydro,8138.555904140373,2038,Strategy 3
1257,Netherlands,NMC811,Direct,5060.332824108955,2038,Strategy 3
594,Nicaragua,LFP,Direct,0.0,2038,Strategy 3
597,Nicaragua,NCA,Direct,2788.629161340379,2038,Strategy 3
600,Nicaragua,NMC111,Direct,707.4859681405604,2038,Strategy 3
604,Nicaragua,NMC523,Hydro,877.4079252634612,2038,Strategy 3
606,Nicaragua,NMC622,Direct,434.6221623064006,2038,Strategy 3
609,Nicaragua,NMC811,Direct,345.8274624943326,2038,Strategy 3
558,Niger,LFP,Direct,0.0,2038,Strategy 3
561,Niger,NCA,Direct,1679.3187254809013,2038,Strategy 3
564,Niger,NMC111,Direct,425.98892464596935,2038,Strategy 3
568,Niger,NMC523,Hydro,528.2487313358297,2038,Strategy 3
570,Niger,NMC622,Direct,261.69571052011116,2038,Strategy 3
573,Niger,NMC811,Direct,208.30075399942984,2038,Strategy 3
576,Nigeria,LFP,Direct,0.0,2038,Strategy 3
579,Nigeria,NCA,Direct,267021.6851795555,2038,Strategy 3
583,Nigeria,NMC111,Hydro,67725.13969410799,2038,Strategy 3
586,Nigeria,NMC523,Hydro,83993.31587285415,2038,Strategy 3
589,Nigeria,NMC622,Hydro,41611.91846972488,2038,Strategy 3
591,Nigeria,NMC811,Direct,33129.003077723806,2038,Strategy 3
1098,Norway,LFP,Direct,0.0,2038,Strategy 3
1101,Norway,NCA,Direct,11005.097107568728,2038,Strategy 3
1105,Norway,NMC111,Hydro,2822.254834588783,2038,Strategy 3
1108,Norway,NMC523,Hydro,3490.646001295448,2038,Strategy 3
1110,Norway,NMC622,Direct,1719.5173714164803,2038,Strategy 3
1113,Norway,NMC811,Direct,1353.2221895445446,2038,Strategy 3
612,Panama,LFP,Direct,0.0,2038,Strategy 3
615,Panama,NCA,Direct,13.978316371527821,2038,Strategy 3
618,Panama,NMC111,Direct,5.099486715026321,2038,Strategy 3
621,Panama,NMC523,Direct,4.947367333814765,2038,Strategy 3
624,Panama,NMC622,Direct,2.1559979876597617,2038,Strategy 3
627,Panama,NMC811,Direct,1.1545413014320909,2038,Strategy 3
648,Paraguay,LFP,Direct,0.0,2038,Strategy 3
651,Paraguay,NCA,Direct,1266.3919999245036,2038,Strategy 3
654,Paraguay,NMC111,Direct,321.40730816726165,2038,Strategy 3
657,Paraguay,NMC523,Direct,398.64990381184856,2038,Strategy 3
660,Paraguay,NMC622,Direct,197.413834689681,2038,Strategy 3
663,Paraguay,NMC811,Direct,156.98527209092393,2038,Strategy 3
630,Peru,LFP,Direct,0.0,2038,Strategy 3
633,Peru,NCA,Direct,9979.484107155306,2038,Strategy 3
637,Peru,NMC111,Hydro,2536.3463941615473,2038,Strategy 3
640,Peru,NMC523,Hydro,3141.0289508013475,2038,Strategy 3
642,Peru,NMC622,Direct,1555.1363913685288,2038,Strategy 3
645,Peru,NMC811,Direct,1236.2056336507992,2038,Strategy 3
1008,Poland,LFP,Direct,153.51531015846615,2038,Strategy 3
1011,Poland,NCA,Direct,55369.43442938985,2038,Strategy 3
1015,Poland,NMC111,Hydro,31428.036956847565,2038,Strategy 3
1018,Poland,NMC523,Hydro,35335.15714043528,2038,Strategy 3
1021,Poland,NMC622,Hydro,17505.670869779835,2038,Strategy 3
1023,Poland,NMC811,Direct,10901.669114575128,2038,Strategy 3
1314,Romania,LFP,Direct,6.649675529211207,2038,Strategy 3
1317,Romania,NCA,Direct,2098.0451463730833,2038,Strategy 3
1321,Romania,NMC111,Hydro,1190.8524260413144,2038,Strategy 3
1324,Romania,NMC523,Hydro,1338.8822320666902,2038,Strategy 3
1326,Romania,NMC622,Direct,663.3142764064246,2038,Strategy 3
1329,Romania,NMC811,Direct,413.0982187747987,2038,Strategy 3
1116,Russian Federation,LFP,Direct,0.0,2038,Strategy 3
1119,Russian Federation,NCA,Direct,30128.969463194255,2038,Strategy 3
1123,Russian Federation,NMC111,Hydro,7620.405380369756,2038,Strategy 3
1126,Russian Federation,NMC523,Hydro,9488.271091582246,2038,Strategy 3
1129,Russian Federation,NMC622,Hydro,4702.32398926359,2038,Strategy 3
1131,Russian Federation,NMC811,Direct,3746.2825264995554,2038,Strategy 3
450,Saint Lucia,LFP,Direct,0.0,2038,Strategy 3
453,Saint Lucia,NCA,Direct,39.90417973073966,2038,Strategy 3
456,Saint Lucia,NMC111,Direct,10.182067027032565,2038,Strategy 3
459,Saint Lucia,NMC523,Direct,12.571711180386353,2038,Strategy 3
462,Saint Lucia,NMC622,Direct,6.216739360819872,2038,Strategy 3
465,Saint Lucia,NMC811,Direct,4.935060463407217,2038,Strategy 3
666,Senegal,LFP,Direct,0.0,2038,Strategy 3
669,Senegal,NCA,Direct,35990.7118595278,2038,Strategy 3
673,Senegal,NMC111,Hydro,9128.284854967542,2038,Strategy 3
676,Senegal,NMC523,Hydro,11321.084859467981,2038,Strategy 3
679,Senegal,NMC622,Hydro,5608.701863265588,2038,Strategy 3
681,Senegal,NMC811,Direct,4465.532394424368,2038,Strategy 3
1134,Serbia,LFP,Direct,0.0,2038,Strategy 3
1137,Serbia,NCA,Direct,1087.2046204370595,2038,Strategy 3
1140,Serbia,NMC111,Direct,275.52991242820883,2038,Strategy 3
1143,Serbia,NMC523,Direct,342.37193394479124,2038,Strategy 3
1146,Serbia,NMC622,Direct,169.64885209361842,2038,Strategy 3
1149,Serbia,NMC811,Direct,135.13216270982284,2038,Strategy 3
1026,Slovakia,LFP,Direct,6.046227703966674,2038,Strategy 3
1029,Slovakia,NCA,Direct,2098.2589535349966,2038,Strategy 3
1033,Slovakia,NMC111,Hydro,1190.9588974325036,2038,Strategy 3
1036,Slovakia,NMC523,Hydro,1339.0419138283885,2038,Strategy 3
1038,Slovakia,NMC622,Direct,663.391723772369,2038,Strategy 3
1041,Slovakia,NMC811,Direct,413.1442589192975,2038,Strategy 3
774,South Africa,LFP,Direct,0.0,2038,Strategy 3
777,South Africa,NCA,Direct,597.0155841680445,2038,Strategy 3
780,South Africa,NMC111,Direct,151.56357095734276,2038,Strategy 3
783,South Africa,NMC523,Direct,187.88817446558937,2038,Strategy 3
786,South Africa,NMC622,Direct,93.0579965447256,2038,Strategy 3
789,South Africa,NMC811,Direct,74.03591607238792,2038,Strategy 3
1044,Spain,LFP,Direct,177.4046884236693,2038,Strategy 3
1047,Spain,NCA,Direct,62601.2504901864,2038,Strategy 3
1051,Spain,NMC111,Hydro,35534.19096199683,2038,Strategy 3
1054,Spain,NMC523,Hydro,39956.219000124685,2038,Strategy 3
1057,Spain,NMC622,Hydro,19793.56569635337,2038,Strategy 3
1059,Spain,NMC811,Direct,12323.753713143731,2038,Strategy 3
1062,Sweden,LFP,Direct,94.89171431467074,2038,Strategy 3
1065,Sweden,NCA,Direct,117026.21318652238,2038,Strategy 3
