iso_o,iso_d,distcap
RWA,VNM,8623.601999999999
RWA,YUG,5290.826
SAU,AUS,12640.23
SAU,BEL,4636.352
SAU,BRA,11201.76
SAU,CAN,10307.03
SAU,CHE,4263.906
SAU,CHN,6605.185
SAU,CZE,3968.0879999999997
SAU,DEU,4178.845
SAU,ESP,4975.897
SAU,FIN,4291.096
SAU,FRA,4694.5
SAU,GBR,4957.345
SAU,HUN,3525.0370000000003
SAU,IND,3053.153
SAU,ITA,3684.742
SAU,JPN,8701.921999999999
SAU,KOR,7557.272
SAU,NLD,4669.6720000000005
SAU,NOR,4804.221
SAU,POL,3763.1209999999996
SAU,ROM,2885.4
SAU,RUS,3539.5159999999996
SAU,SVK,3682.6620000000003
SAU,SWE,4458.122
SAU,THA,5741.941
SAU,TUR,2140.525
SAU,USA,10858.59
SAU,VNM,6029.935
SAU,YUG,3261.4320000000002
SDN,AUS,13407.31
SDN,BEL,4664.815
SDN,BRA,9499.726999999999
SDN,CAN,10149.23
SDN,CHE,4193.637
SDN,CHN,8402.046999999999
SDN,CZE,4176.877
SDN,DEU,4447.473
SDN,ESP,4459.155
SDN,FIN,4999.596
SDN,FRA,4612.387
SDN,GBR,4941.625
SDN,HUN,3766.6490000000003
SDN,IND,4801.305
SDN,ITA,3503.6079999999997
SDN,JPN,10497.92
SDN,KOR,9354.622
SDN,NLD,4764.768
SDN,NOR,5245.013000000001
SDN,POL,4210.109
SDN,ROM,3269.325
SDN,RUS,4495.9490000000005
SDN,SVK,3893.5570000000002
SDN,SWE,5014.678
SDN,THA,7289.875
SDN,TUR,2713.6479999999997
SDN,USA,10544.13
SDN,VNM,7708.9890000000005
SDN,YUG,3449.8790000000004
SEN,AUS,17371.34
SEN,BEL,4479.534000000001
SEN,BRA,4762.113
SEN,CAN,6400.359
SEN,CHE,4272.894
SEN,CHN,12312.88
SEN,CZE,4883.616
SEN,DEU,5020.935
SEN,ESP,3164.425
SEN,FIN,6113.44
SEN,FRA,4217.159000000001
SEN,GBR,4384.146
SEN,HUN,4966.707
SEN,IND,9685.851
SEN,ITA,4179.284000000001
SEN,JPN,13941.8
SEN,KOR,13142.53
SEN,NLD,4641.092000000001
SEN,NOR,5537.889
SEN,POL,5389.151999999999
SEN,ROM,5269.633000000001
SEN,RUS,6529.710999999999
SEN,SVK,4897.325
SEN,SWE,5761.315
SEN,THA,12506.49
SEN,TUR,5620.517
SEN,USA,6376.861
SEN,VNM,12679.42
SEN,YUG,4898.583
SGP,AUS,6217.666
SGP,BEL,10571.47
SGP,BRA,16540.27
SGP,CAN,14835.63
SGP,CHE,10399.17
SGP,CHN,4484.657
SGP,CZE,9865.71
SGP,DEU,9932.874
SGP,ESP,11400.13
SGP,FIN,9277.475
SGP,FRA,10748.26
SGP,GBR,10868.94
SGP,HUN,9520.76
SGP,IND,4154.034000000001
SGP,ITA,10033.4
SGP,JPN,5326.388000000001
SGP,KOR,4676.683
SGP,NLD,10510.19
SGP,NOR,10066.16
SGP,POL,9417.306
SGP,ROM,8944.426
SGP,RUS,8431.775
SGP,SVK,9664.326
SGP,SWE,9653.847
SGP,THA,1433.9360000000001
SGP,TUR,8313.423
SGP,USA,15564.31
SGP,VNM,2207.195
SGP,YUG,9391.66
SLB,AUS,3077.938
SLB,BEL,14915.82
SLB,BRA,15871.73
SLB,CAN,13412.78
SLB,CHE,15120.2
SLB,CHN,7089.695
SLB,CZE,14510.06
SLB,DEU,14372.07
SLB,ESP,16230.0
SLB,FIN,13280.01
SLB,FRA,15178.2
SLB,GBR,15016.78
SLB,HUN,14432.56
SLB,IND,9820.805
SLB,ITA,15224.34
SLB,JPN,5452.721
SLB,KOR,6253.0830000000005
SLB,NLD,14755.12
SLB,NOR,13861.47
SLB,POL,14005.35
SLB,ROM,14144.86
SLB,RUS,12866.88
SLB,SVK,14499.49
SLB,SWE,13633.36
SLB,THA,7054.736999999999
SLB,TUR,13821.37
SLB,USA,13519.54
SLB,VNM,6815.972
SLB,YUG,14507.98
SLE,AUS,16555.27
SLE,BEL,4983.31
SLE,BRA,4676.264
SLE,CAN,7206.32
SLE,CHE,4709.222
SLE,CHN,12570.8
SLE,CZE,5291.766
SLE,DEU,5464.394
SLE,ESP,3676.671
SLE,FIN,6568.571999999999
SLE,FRA,4724.351
SLE,GBR,4934.224
SLE,HUN,5304.363
SLE,IND,9613.527
SLE,ITA,4494.866
SLE,JPN,14362.78
SLE,KOR,13456.32
SLE,NLD,5152.225
SLE,NOR,6066.026999999999
SLE,POL,5775.365
SLE,ROM,5510.344
SLE,RUS,6877.9490000000005
SLE,SVK,5258.996999999999
SLE,SWE,6243.03
SLE,THA,12313.2
SLE,TUR,5748.845
SLE,USA,7155.967
SLE,VNM,12618.14
SLE,YUG,5185.954000000001
SLV,AUS,13755.5
SLV,BEL,9085.503
SLV,BRA,5598.948
SLV,CAN,3754.882
SLV,CHE,9401.104
SLV,CHN,13507.86
SLV,CZE,9795.607
SLV,DEU,9642.033000000001
SLV,ESP,8655.502
SLV,FIN,9973.599
SLV,FRA,8984.298
SLV,GBR,8762.369
SLV,HUN,10214.76
SLV,IND,15104.75
SLV,ITA,9943.909
SLV,JPN,12509.61
SLV,KOR,13198.76
SLV,NLD,9089.134
SLV,NOR,9246.207
SLV,POL,10133.43
SLV,ROM,10855.12
SLV,RUS,10866.28
SLV,SVK,10056.55
SLV,SWE,9657.947
SLV,THA,16803.46
SLV,TUR,11584.73
SLV,USA,3049.3779999999997
SLV,VNM,15838.32
SLV,YUG,10433.8
SVN,AUS,16081.15
SVN,BEL,916.7943
SVN,BRA,9292.304
SVN,CAN,6595.499
SVN,CHE,549.9726
SVN,CHN,7722.639
SVN,CZE,448.934
SVN,DEU,723.9545
SVN,ESP,1600.555
SVN,FIN,1710.8220000000001
SVN,FRA,965.7366
SVN,GBR,1230.756
SVN,HUN,381.6249
SVN,IND,5718.953
SVN,ITA,492.3427
SVN,JPN,9412.938
SVN,KOR,8551.701
SVN,NLD,986.5178
SVN,NOR,1561.207
SVN,POL,834.4019999999999
SVN,ROM,927.813
SVN,RUS,1937.979
SVN,SVK,308.8653
SVN,SWE,1495.6729999999998
SVN,THA,8615.622
SVN,TUR,1637.398
SVN,USA,7127.469
SVN,VNM,8452.795
SVN,YUG,488.0359
SWZ,AUS,10572.78
SWZ,BEL,8983.229
SWZ,BRA,8176.895
SWZ,CAN,13342.91
SWZ,CHE,8497.355
SWZ,CHN,11485.86
SWZ,CZE,8665.57
SWZ,DEU,8945.386
SWZ,ESP,8257.831
SWZ,FIN,9639.99
SWZ,FRA,8846.426
SWZ,GBR,9188.42
SWZ,HUN,8306.482
SWZ,IND,7850.425
SWZ,ITA,7830.920999999999
SWZ,JPN,13290.45
SWZ,KOR,12247.65
SWZ,NLD,9122.207
SWZ,NOR,9779.183
SWZ,POL,8801.896
SWZ,ROM,7890.974
SWZ,RUS,9157.108
SWZ,SVK,8408.446
SWZ,SWE,9610.1
SWZ,THA,8723.244
SWZ,TUR,7377.204000000001
SWZ,USA,13323.1
SWZ,VNM,9626.419
SWZ,YUG,7994.185
SYC,AUS,10050.98
SYC,BEL,7855.158
SYC,BRA,11300.58
SYC,CAN,13490.36
SYC,CHE,7420.805
SYC,CHN,7945.286
SYC,CZE,7250.67
SYC,DEU,7488.993
SYC,ESP,7829.129
SYC,FIN,7683.722
SYC,FRA,7855.244000000001
SYC,GBR,8160.399
SYC,HUN,6807.325
SYC,IND,4372.486
SYC,ITA,6758.052
SYC,JPN,9802.871
SYC,KOR,8724.405999999999
SYC,NLD,7921.132
SYC,NOR,8173.073
SYC,POL,7117.085
SYC,ROM,6195.57
SYC,RUS,6915.2080000000005
SYC,SVK,6957.8330000000005
SYC,SWE,7842.111999999999
SYC,THA,5377.11
SYC,TUR,5473.5869999999995
SYC,USA,13920.8
SYC,VNM,6194.894
SYC,YUG,6512.525
TGO,AUS,15411.13
TGO,BEL,4979.165
TGO,BRA,5951.629
TGO,CAN,8518.743
TGO,CHE,4576.338
TGO,CHN,11656.86
TGO,CZE,5040.073
TGO,DEU,5277.266
TGO,ESP,3845.382
TGO,FIN,6328.571
TGO,FRA,4753.380999999999
TGO,GBR,5047.5070000000005
TGO,HUN,4899.516
TGO,IND,8309.508
TGO,ITA,4125.414000000001
TGO,JPN,13665.04
TGO,KOR,12601.71
TGO,NLD,5150.458
TGO,NOR,6035.088000000001
TGO,POL,5435.845
TGO,ROM,4891.104
TGO,RUS,6383.357
TGO,SVK,4909.096
TGO,SWE,6086.823
TGO,THA,10835.92
TGO,TUR,4900.334
TGO,USA,8578.065
TGO,VNM,11262.65
TGO,YUG,4687.575
TJK,AUS,11649.17
TJK,BEL,5103.846
TJK,BRA,13416.81
TJK,CAN,10029.78
TJK,CHE,4969.973
TJK,CHN,4052.9179999999997
TJK,CZE,4407.229
TJK,DEU,4460.934
TJK,ESP,6048.096
TJK,FIN,3864.296
TJK,FRA,5291.823
TJK,GBR,5396.948
TJK,HUN,4093.559
TJK,IND,1356.5479999999998
TJK,ITA,4713.1990000000005
TJK,JPN,6136.1140000000005
TJK,KOR,5008.503
TJK,NLD,5037.606
TJK,NOR,4636.255999999999
TJK,POL,3945.934
TJK,ROM,3576.76
TJK,RUS,2986.597
TJK,SVK,4227.293
TJK,SWE,4218.952
TJK,THA,4165.016
TJK,TUR,3083.69
TJK,USA,10729.83
TJK,VNM,4037.862
TJK,YUG,4014.1220000000003
TON,AUS,3805.78
TON,BEL,16729.92
TON,BRA,12965.23
TON,CAN,12401.64
TON,CHE,17152.25
TON,CHN,9809.154
TON,CZE,16701.55
TON,DEU,16462.71
TON,ESP,17744.08
TON,FIN,15412.18
TON,FRA,16941.44
TON,GBR,16628.88
TON,HUN,16832.62
TON,IND,12778.76
TON,ITA,17615.05
TON,JPN,7904.4580000000005
TON,KOR,8895.192
TON,NLD,16561.3
TON,NOR,15693.28
TON,POL,16300.91
TON,ROM,16784.42
TON,RUS,15317.91
TON,SVK,16829.19
TON,SWE,15653.82
TON,THA,9986.011
TON,TUR,16650.94
TON,USA,12164.25
TON,VNM,9773.216
TON,YUG,17028.68
TTO,AUS,15895.26
TTO,BEL,7414.548000000001
TTO,BRA,3300.022
TTO,CAN,4101.213
TTO,CHE,7559.98
TTO,CHN,14403.7
TTO,CZE,8109.914000000001
TTO,DEU,8061.456
TTO,ESP,6541.816
TTO,FIN,8799.495
TTO,FRA,7225.325
TTO,GBR,7127.528
TTO,HUN,8439.339
TTO,IND,13808.25
TTO,ITA,7908.2609999999995
TTO,JPN,14416.8
TTO,KOR,14603.4
TTO,NLD,7487.81
TTO,NOR,8008.809
TTO,POL,8574.525
TTO,ROM,9004.277
TTO,RUS,9608.973
TTO,SVK,8299.201
TTO,SWE,8410.802
TTO,THA,16672.71
TTO,TUR,9627.348
TTO,USA,3498.427
TTO,VNM,16250.58
TTO,YUG,8557.292
TUN,AUS,16362.34
TUN,BEL,1626.5120000000002
TUN,BRA,8447.175
TUN,CAN,6919.073
TUN,CHE,1149.141
TUN,CHN,8646.589
TUN,CZE,1514.704
TUN,DEU,1765.1660000000002
TUN,ESP,1273.835
TUN,FIN,2798.361
TUN,FRA,1483.828
TUN,GBR,1826.619
TUN,HUN,1390.911
TUN,IND,6213.7919999999995
TUN,ITA,595.3532
TUN,JPN,10427.62
TUN,KOR,9513.838
TUN,NLD,1776.441
TUN,NOR,2569.439
TUN,POL,1912.4679999999998
TUN,ROM,1582.0970000000002
TUN,RUS,2946.28
TUN,SVK,1382.9070000000002
TUN,SWE,2567.493
TUN,THA,9131.021999999999
TUN,TUR,1998.9289999999999
TUN,USA,7347.75
TUN,VNM,9111.909
TUN,YUG,1240.114
TZA,AUS,11694.55
TZA,BEL,7021.161
TZA,BRA,9153.108
TZA,CAN,12173.33
TZA,CHE,6537.243
TZA,CHN,9670.167
TZA,CZE,6591.53
TZA,DEU,6866.7080000000005
TZA,ESP,6568.764
TZA,FIN,7439.781
TZA,FRA,6932.8
TZA,GBR,7272.619000000001
TZA,HUN,6194.630999999999
TZA,IND,5894.054
TZA,ITA,5846.278
TZA,JPN,11682.39
TZA,KOR,10545.37
TZA,NLD,7137.62
TZA,NOR,7677.382
TZA,POL,6650.986999999999
TZA,ROM,5712.306
TZA,RUS,6894.012
TZA,SVK,6314.768
TZA,SWE,7456.901
TZA,THA,7487.677
TZA,TUR,5139.468
TZA,USA,12411.02
TZA,VNM,8227.475
TZA,YUG,5877.545
UGA,AUS,12421.15
UGA,BEL,6219.309
UGA,BRA,9009.302
UGA,CAN,11406.39
UGA,CHE,5734.78
UGA,CHN,9468.473
UGA,CZE,5801.1
UGA,DEU,6077.621
UGA,ESP,5773.843000000001
UGA,FIN,6687.78
UGA,FRA,6128.938
UGA,GBR,6469.0
UGA,HUN,5410.857
UGA,IND,5691.471
UGA,ITA,5044.428
UGA,JPN,11538.8
UGA,KOR,10384.14
UGA,NLD,6337.427
UGA,NOR,6894.351
UGA,POL,5878.683000000001
UGA,ROM,4947.955
UGA,RUS,6185.184
UGA,SVK,5527.376
UGA,SWE,6686.84
UGA,THA,7623.443
UGA,TUR,4407.16
UGA,USA,11676.49
UGA,VNM,8269.625
UGA,YUG,5094.179
UKR,AUS,14913.19
UKR,BEL,1837.307
UKR,BRA,10568.55
UKR,CAN,7224.076
UKR,CHE,1730.779
UKR,CHN,6460.799
UKR,CZE,1141.565
UKR,DEU,1204.434
UKR,ESP,2863.877
UKR,FIN,1135.325
UKR,FRA,2025.144
UKR,GBR,2137.511
UKR,HUN,896.3701
UKR,IND,4583.481
UKR,ITA,1674.773
UKR,JPN,8215.83
UKR,KOR,7309.346
UKR,NLD,1781.7160000000001
UKR,NOR,1630.325
UKR,POL,690.8161
UKR,ROM,744.6108
UKR,RUS,763.4056
UKR,SVK,998.2211
UKR,SWE,1267.46
UKR,THA,7429.726
UKR,TUR,1181.469
UKR,USA,7842.3330000000005
UKR,VNM,7205.898
UKR,YUG,972.643
URY,AUS,11788.68
URY,BEL,11228.75
URY,BRA,2283.672
URY,CAN,9155.327
URY,CHE,11102.35
URY,CHN,19175.59
URY,CZE,11723.31
URY,DEU,11828.68
URY,ESP,9957.118
URY,FIN,12877.32
URY,FRA,10972.42
URY,GBR,11057.87
URY,HUN,11831.0
URY,IND,15606.99
URY,ITA,11041.93
URY,JPN,18587.08
URY,KOR,19629.5
URY,NLD,11371.8
URY,NOR,12189.46
URY,POL,12236.49
URY,ROM,12107.24
URY,RUS,13387.23
URY,SVK,11757.85
URY,SWE,12494.46
URY,THA,16710.97
URY,TUR,12342.1
URY,USA,8487.635
URY,VNM,17693.2
URY,YUG,11756.73
UZB,AUS,11785.05
UZB,BEL,4955.126
UZB,BRA,13423.63
UZB,CAN,9774.519
UZB,CHE,4848.8640000000005
UZB,CHN,3943.6209999999996
UZB,CZE,4270.401
UZB,DEU,4306.54
UZB,ESP,5948.543000000001
UZB,FIN,3654.514
UZB,FRA,5153.064
UZB,GBR,5240.294
UZB,HUN,3979.094
UZB,IND,1584.1029999999998
UZB,ITA,4633.52
UZB,JPN,6007.851
UZB,KOR,4896.334
UZB,NLD,4880.045999999999
UZB,NOR,4434.839
UZB,POL,3794.505
UZB,ROM,3493.961
UZB,RUS,2789.8559999999998
UZB,SVK,4106.411
UZB,SWE,4018.9390000000003
UZB,THA,4305.71
UZB,TUR,3054.375
UZB,USA,10479.86
UZB,VNM,4109.179
UZB,YUG,3922.494
WSM,AUS,3294.84
WSM,BEL,15758.12
WSM,BRA,14567.7
WSM,CAN,12859.88
WSM,CHE,16065.7
WSM,CHN,8268.319
WSM,CZE,15500.17
WSM,DEU,15313.59
WSM,ESP,17038.68
WSM,FIN,14210.98
WSM,FRA,16011.92
WSM,GBR,15775.63
WSM,HUN,15511.25
WSM,IND,11181.62
WSM,ITA,16322.46
WSM,JPN,6454.710999999999
WSM,KOR,7379.090999999999
WSM,NLD,15586.5
WSM,NOR,14670.42
WSM,POL,15027.53
WSM,ROM,15324.76
WSM,RUS,13940.53
WSM,SVK,15549.3
WSM,SWE,14521.58
WSM,THA,8427.921999999999
WSM,TUR,15090.39
WSM,USA,12807.26
WSM,VNM,8174.89
WSM,YUG,15641.0
YEM,AUS,12336.47
YEM,BEL,5307.951999999999
YEM,BRA,10700.02
YEM,CAN,10968.22
YEM,CHE,4881.538
YEM,CHN,7417.418000000001
YEM,CZE,4700.972
YEM,DEU,4942.02
YEM,ESP,5387.975
YEM,FIN,5217.143
YEM,FRA,5317.2609999999995
YEM,GBR,5616.0740000000005
YEM,HUN,4258.262
YEM,IND,3691.113
YEM,ITA,4231.959
YEM,JPN,9509.171999999999
YEM,KOR,8353.075
YEM,NLD,5371.253000000001
YEM,NOR,5647.263000000001
YEM,POL,4586.215999999999
YEM,ROM,3653.276
YEM,RUS,4525.518
YEM,SVK,4408.014
YEM,SWE,5336.479
YEM,THA,6046.795999999999
YEM,TUR,2945.615
YEM,USA,11448.37
YEM,VNM,6508.59
YEM,YUG,3962.1859999999997
ZAF,AUS,10827.98
ZAF,BEL,8838.753
ZAF,BRA,7900.19
ZAF,CAN,13075.43
ZAF,CHE,8354.959
ZAF,CHN,11674.59
ZAF,CZE,8549.082
ZAF,DEU,8828.848
ZAF,ESP,8070.031
ZAF,FIN,9561.048
ZAF,FRA,8692.812
ZAF,GBR,9033.48
ZAF,HUN,8202.181
ZAF,IND,8000.751
ZAF,ITA,7697.383000000001
ZAF,JPN,13517.0
ZAF,KOR,12457.03
ZAF,NLD,8981.913
ZAF,NOR,9665.516
ZAF,POL,8707.608
ZAF,ROM,7810.206999999999
ZAF,RUS,9113.282
ZAF,SVK,8298.498
ZAF,SWE,9513.372
ZAF,THA,8970.98
ZAF,TUR,7323.674
ZAF,USA,13040.41
ZAF,VNM,9862.524
ZAF,YUG,7892.755
ZMB,AUS,11624.6
ZMB,BEL,7738.871
ZMB,BRA,8113.184
ZMB,CAN,12319.87
ZMB,CHE,7252.695
ZMB,CHN,10960.79
ZMB,CZE,7422.563
ZMB,DEU,7702.419
ZMB,ESP,7043.9890000000005
ZMB,FIN,8419.353000000001
ZMB,FRA,7604.840999999999
ZMB,GBR,7947.2080000000005
ZMB,HUN,7068.177
ZMB,IND,7197.28
ZMB,ITA,6585.451
ZMB,JPN,12938.26
ZMB,KOR,11816.32
ZMB,NLD,7877.135
ZMB,NOR,8537.309000000001
ZMB,POL,7569.436
ZMB,ROM,6668.539000000001
ZMB,RUS,7975.7
ZMB,SVK,7167.647
ZMB,SWE,8376.296
ZMB,THA,8586.905
ZMB,TUR,6183.896
ZMB,USA,12399.13
ZMB,VNM,9393.863000000001
ZMB,YUG,6757.276
ZWE,AUS,11227.96
ZWE,BEL,8076.018
ZWE,BRA,8348.187
ZWE,CAN,12716.58
ZWE,CHE,7588.898
ZWE,CHN,10898.12
ZWE,CZE,7735.446
ZWE,DEU,8015.01
ZWE,ESP,7414.741
ZWE,FIN,8694.838
ZWE,FRA,7949.6759999999995
ZWE,GBR,8292.509
ZWE,HUN,7369.8240000000005
ZWE,IND,7167.757
ZWE,ITA,6915.104
ZWE,JPN,12826.9
ZWE,KOR,11725.41
ZWE,NLD,8210.55
ZWE,NOR,8846.312
ZWE,POL,7860.77
ZWE,ROM,6946.512
ZWE,RUS,8213.716
ZWE,SVK,7474.651
ZWE,SWE,8669.447
ZWE,THA,8393.07
ZWE,TUR,6431.728
ZWE,USA,12793.88
ZWE,VNM,9231.178
ZWE,YUG,7056.401999999999
