Year,country,scenario,retired_lithium_t,collected_lithium_t,capture_loss_lithium_t,avg_collection_rate,capture_loss_share_of_retired,collected_share_of_retired
2040,Trinidad and Tobago,high_collection,91.50044624563834,69.78739035154837,21.713055894089976,0.7627,0.23729999999999996,0.7627
2040,Madagascar,high_collection,87.28114656302377,66.56933048361823,20.711816079405537,0.7627,0.23729999999999996,0.7627
2040,Guyana,high_collection,80.62739368308615,61.49451316208981,19.132880520996338,0.7627,0.23729999999999993,0.7627
2040,Mauritius,high_collection,77.73517312169311,59.28861653991534,18.446556581777767,0.7627,0.2372999999999999,0.7627
2040,Oman,high_collection,72.48960368825884,55.28782073303501,17.20178295522382,0.7627,0.23729999999999996,0.7626999999999999
2040,Costa Rica,high_collection,71.15712686596886,54.27154066067446,16.88558620529441,0.7627,0.23729999999999998,0.7627000000000002
2040,Paraguay,high_collection,53.25892454661788,40.62058175170545,12.63834279491242,0.7627,0.23729999999999996,0.7626999999999999
2040,Ethiopia,high_collection,51.71755467187232,39.44497894823702,12.2725757236353,0.7627,0.23729999999999998,0.7627
2040,Rep. of Moldova,high_collection,49.08669425680536,37.43842170966545,11.648272547139909,0.7627,0.23729999999999996,0.7627
2040,Togo,high_collection,41.97103873037793,32.01131123965924,9.959727490718679,0.7627,0.23729999999999993,0.7626999999999999
2040,Mongolia,high_collection,40.81304566995182,31.128109932472256,9.684935737479565,0.7627,0.23729999999999996,0.7627
2040,Lesotho,high_collection,38.73635588699872,29.54421863501393,9.192137251984796,0.7627,0.23729999999999998,0.7627000000000002
2040,French Polynesia,high_collection,37.48284828953838,28.588168390430926,8.894679899107455,0.7627,0.23729999999999993,0.7627
2040,Algeria,high_collection,32.36755521947829,24.686734365896093,7.680820853582196,0.7627,0.23729999999999993,0.7627
2040,Honduras,high_collection,30.25873218168607,23.07833503497197,7.180397146714102,0.7627,0.23729999999999993,0.7627000000000002
2040,Nepal,high_collection,26.287464149031173,20.04944890646608,6.238015242565096,0.7627,0.23729999999999996,0.7627000000000002
2040,South Africa,high_collection,25.371389133614088,19.35075849220747,6.020630641406622,0.7627,0.23729999999999996,0.7627000000000002
2040,Burundi,high_collection,24.85756147928341,18.958862140249458,5.898699339033953,0.7627,0.23729999999999996,0.7627
