policy_scenario,source_iso3,destination_iso3,baseline_policy,comparison_policy,delta_route_value
strict_policy,OMN,KOR,0.0,50.67681648389989,50.67681648389989
strict_policy,PAK,CHN,11723.737771025111,0.0,-11723.737771025111
strict_policy,PAK,KOR,0.0,11723.737771025111,11723.737771025111
strict_policy,PAL,CHN,1.96849155159091,0.0,-1.96849155159091
strict_policy,PAL,KOR,0.0,1.96849155159091,1.96849155159091
strict_policy,PAN,CHN,0.0639773704620176,0.0,-0.0639773704620176
strict_policy,PAN,KOR,0.0,0.0639773704620176,0.0639773704620176
strict_policy,PER,CHN,293.4761735654489,0.0,-293.4761735654489
strict_policy,PER,KOR,0.0,293.4761735654489,293.4761735654489
strict_policy,PHL,CHN,24207.511280805826,0.0,-24207.511280805826
strict_policy,PHL,KOR,0.0,24207.511280805826,24207.511280805826
strict_policy,PLW,CHN,0.11229405054244561,0.0,-0.11229405054244561
strict_policy,PLW,KOR,0.0,0.11229405054244561,0.11229405054244561
strict_policy,PRY,CHN,37.23282523361322,0.0,-37.23282523361322
strict_policy,PRY,KOR,0.0,37.23282523361322,37.23282523361322
strict_policy,PYF,CHN,26.203915146668983,0.0,-26.203915146668983
strict_policy,PYF,KOR,0.0,26.203915146668983,26.203915146668983
strict_policy,QAT,CHN,0.10071744180588729,0.0,-0.10071744180588729
strict_policy,QAT,KOR,0.0,0.10071744180588729,0.10071744180588729
strict_policy,ROM,CHN,6148.96405290295,0.0,-6148.96405290295
strict_policy,ROM,KOR,0.0,4019.8235454501487,4019.8235454501487
strict_policy,ROM,RUS,0.0,2369.603389389211,2369.603389389211
strict_policy,RWA,CHN,0.0894369458621255,0.0,-0.0894369458621255
strict_policy,RWA,KOR,0.0,0.0894369458621255,0.0894369458621255
strict_policy,SAU,CHN,730.8307879298687,0.0,-730.8307879298687
strict_policy,SAU,KOR,0.0,730.8307879298687,730.8307879298687
strict_policy,SDN,CHN,0.1708260298148751,0.0,-0.1708260298148751
strict_policy,SDN,KOR,0.0,0.1708260298148751,0.1708260298148751
