policy_scenario,source_iso3,destination_iso3,current_policy,comparison_policy,delta_scrap_t
strict_policy,ROM,RUS,0.0,3380.167537796822,3380.167537796822
strict_policy,SLB,CHN,0.834249616251405,0.0,-0.834249616251405
strict_policy,SLB,JPN,0.0,0.834249616251405,0.834249616251405
strict_policy,SLV,CHN,32.442331583027,0.0,-32.442331583027
strict_policy,SLV,JPN,0.0,32.442331583027,32.442331583027
strict_policy,SWE,JPN,35733.22133192575,0.0,-35733.22133192575
strict_policy,SWE,KOR,0.0,35733.22133192575,35733.22133192575
strict_policy,TJK,CHN,20.906227829167804,0.0,-20.906227829167804
strict_policy,TJK,IND,0.0,20.906227829167804,20.906227829167804
strict_policy,TON,CHN,0.0016176251319344,0.0,-0.0016176251319344
strict_policy,TON,JPN,0.0,0.0016176251319344,0.0016176251319344
strict_policy,TTO,CHN,140.95118186203752,0.0,-140.95118186203752
strict_policy,TTO,JPN,0.0,140.95118186203752,140.95118186203752
strict_policy,TUN,CHN,62.66247375857603,0.0,-62.66247375857603
strict_policy,TUN,RUS,0.0,62.66247375857603,62.66247375857603
strict_policy,UKR,CHN,165.28615627816023,0.0,-165.28615627816023
strict_policy,UKR,RUS,0.0,165.28615627816023,165.28615627816023
strict_policy,URY,JPN,0.0,92.75769516840472,92.75769516840472
strict_policy,URY,THA,92.75769516840472,0.0,-92.75769516840472
strict_policy,USA,CAN,13175.65791210439,0.0,-13175.65791210439
strict_policy,USA,JPN,698.94214008993,13874.60005219432,13175.65791210439
strict_policy,UZB,CHN,272.6668183322979,0.0,-272.6668183322979
strict_policy,UZB,KOR,0.0,272.6668183322979,272.6668183322979
strict_policy,VNM,CHN,15694.069486701454,0.0,-15694.069486701454
strict_policy,VNM,KOR,0.0,14118.18392274576,14118.18392274576
strict_policy,VNM,THA,12578.080736087804,14153.966300043498,1575.8855639556932
strict_policy,WSM,CHN,0.6812078462028469,0.0,-0.6812078462028469
strict_policy,WSM,JPN,0.0,0.6812078462028469,0.6812078462028469
strict_policy,YUG,CHN,322.0265151822132,0.0,-322.0265151822132
strict_policy,ZMB,IND,13.043347256883504,0.0,-13.043347256883504
strict_policy,ZMB,THA,0.0,13.043347256883504,13.043347256883504
critical_route_policy,AGO,CHN,0.0,19.88820556117431,19.88820556117431
critical_route_policy,AGO,IND,19.88820556117431,0.0,-19.88820556117431
critical_route_policy,AND,CHN,0.0,2.001951646701532,2.001951646701532
critical_route_policy,AND,RUS,2.001951646701532,0.0,-2.001951646701532
critical_route_policy,ARE,CHN,0.0,1190.823874604111,1190.823874604111
critical_route_policy,ARE,IND,1190.823874604111,0.0,-1190.823874604111
critical_route_policy,ARG,CHN,0.0,1353.5255744340511,1353.5255744340511
critical_route_policy,ARG,THA,1353.5255744340511,0.0,-1353.5255744340511
critical_route_policy,ARM,CHN,0.0,7.141582894956569,7.141582894956569
critical_route_policy,ARM,IND,7.141582894956569,0.0,-7.141582894956569
critical_route_policy,AZE,CHN,0.0,237.88480877750376,237.88480877750376
critical_route_policy,AZE,IND,237.88480877750376,0.0,-237.88480877750376
critical_route_policy,BDI,CHN,0.0,78.14964393436138,78.14964393436138
critical_route_policy,BDI,IND,78.14964393436138,0.0,-78.14964393436138
critical_route_policy,BEL,JPN,37841.79597544731,0.0,-37841.79597544731
critical_route_policy,BEL,KOR,0.0,37841.79597544731,37841.79597544731
critical_route_policy,BEN,CHN,0.0,214.1448733914073,214.1448733914073
critical_route_policy,BEN,IND,214.1448733914073,0.0,-214.1448733914073
critical_route_policy,BFA,CHN,0.0,208.37547168791065,208.37547168791065
critical_route_policy,BFA,IND,208.37547168791065,0.0,-208.37547168791065
