year,policy_scenario,target_region,target_share_of_max,target_constraint_li_t,max_target_recovered_lithium_t,global_recovered_lithium_t,target_recovered_lithium_t,target_max_attainment_pct,route_modeled_cost,processed_scrap_t,solver_target_constraint_li_t
2050,strict_policy,European Union,0.0,0.0,784871.4787222748,1684102.4335815096,21209.658389614466,2.702309736638992,187785740.7335122,116468553.8076376,0.0
2050,strict_policy,European Union,0.75,588653.6090417061,784871.4787222748,1684102.4335815096,588653.0203880966,74.99992499999995,203500603.15454632,116468553.8076376,588653.020388097
2050,strict_policy,European Union,0.9,706384.3308500473,784871.4787222748,1684102.4335815099,706383.6244657165,89.99991000000001,208166316.7072991,116468553.8076376,706383.6244657164
2050,strict_policy,European Union,0.95,745627.904786161,784871.4787222748,1684102.4335815096,745627.159158256,94.99990499999997,209911249.69497582,116468553.8076376,745627.1591582563
2050,strict_policy,European Union,0.99,777022.763935052,784871.4787222748,1692435.0901692486,777021.9869122871,98.99990099999987,222138325.7329911,116468553.80763762,777021.986912288
2050,strict_policy,European Union,1.0,784871.4787222748,784871.4787222748,1700283.7971077573,784870.6938507956,99.99989999999994,236046488.71572894,116468553.80763762,784870.693850796
2050,critical_route_policy,United States,0.0,0.0,153066.19790286315,1684102.4335815096,149910.19382239174,97.9381443298969,181335200.27050245,116468553.8076376,0.0
2050,critical_route_policy,United States,0.75,114799.64842714736,153066.19790286315,1684102.4335815099,149910.19382239174,97.9381443298969,181335200.27050245,116468553.80763762,114799.53362749892
2050,critical_route_policy,United States,0.9,137759.57811257683,153066.19790286315,1684102.4335815099,149910.19382239174,97.9381443298969,181335200.27050245,116468553.80763762,137759.4403529987
2050,critical_route_policy,United States,0.95,145412.88800771997,153066.19790286315,1684102.4335815099,149910.19382239174,97.9381443298969,181335200.27050245,116468553.80763762,145412.74259483197
2050,critical_route_policy,United States,0.99,151535.5359238345,153066.19790286315,1685727.6241474168,151535.38438829855,98.99990099999998,184160910.3347514,116468553.8076376,151535.38438829858
2050,critical_route_policy,United States,1.0,153066.19790286315,153066.19790286315,1687258.2845957833,153066.0448366652,99.99989999999997,187369409.74397278,116468553.8076376,153066.04483666524
2050,critical_route_policy,European Union,0.0,0.0,784871.4787222743,1684102.4335815096,21207.89627807978,2.7020852270750138,181335200.27050245,116468553.8076376,0.0
2050,critical_route_policy,European Union,0.75,588653.6090417057,784871.4787222743,1684102.4335815096,588653.0203880966,74.99992499999999,197439233.52533287,116468553.8076376,588653.0203880967
2050,critical_route_policy,European Union,0.9,706384.330850047,784871.4787222743,1684102.4335815096,706383.6244657158,89.99990999999997,202411404.4987976,116468553.8076376,706383.6244657161
2050,critical_route_policy,European Union,0.95,745627.9047861606,784871.4787222743,1684102.4335815096,745627.1591582554,94.99990499999996,204282777.9996273,116468553.8076376,745627.1591582558
2050,critical_route_policy,European Union,0.99,777022.7639350515,784871.4787222743,1692435.0901692482,777021.9869122864,98.99990099999985,216615084.25231302,116468553.80763762,777021.9869122875
2050,critical_route_policy,European Union,1.0,784871.4787222743,784871.4787222743,1700283.7971077566,784870.6938507952,99.99989999999994,230524472.25512195,116468553.80763762,784870.6938507955
