,source_point,dest_point,quantity,distcap,CO2,year,Strategy type,collection_scenario,recovery_efficiency_scenario
1,ABW,CHN,1.5769296660664174,14155.35,379.4738529254055,2035,Strategy 3,high_collection,baseline
2,ALB,CHN,4910.573333353901,7686.079,641631.9277826742,2035,Strategy 3,high_collection,baseline
3,BGD,CHN,2.948427103347882,3036.238,152.18614899405102,2035,Strategy 3,high_collection,baseline
4,BGR,CHN,19562.628669058657,7364.447,2449155.0142373713,2035,Strategy 3,high_collection,baseline
5,BHS,CHN,0.0229473684558096,12659.7,4.938615607480218,2035,Strategy 3,high_collection,baseline
6,BIH,CHN,264.40213437042064,7615.699,34231.320195485525,2035,Strategy 3,high_collection,baseline
7,BMU,CHN,2.4026164362779525,11995.19,489.93729105470794,2035,Strategy 3,high_collection,baseline
8,BOL,CHN,2499.5814572871413,17709.48,752526.8930453573,2035,Strategy 3,high_collection,baseline
9,BRA,CHN,1234669.4805301386,16948.04,355728871.62766826,2035,Strategy 3,high_collection,baseline
10,BRB,CHN,0.2831123896620411,14118.99,67.95343697474586,2035,Strategy 3,high_collection,baseline
11,BRN,CHN,25.64341738045508,3896.4,1698.589195180488,2035,Strategy 3,high_collection,baseline
12,CHL,CHN,2562.9727618833203,19079.88,831320.6165800396,2035,Strategy 3,high_collection,baseline
13,CHN,CHN,10048459.715937473,1163.707,198788869.48112565,2035,Strategy 3,high_collection,baseline
14,COL,CHN,4204.282187237737,14937.48,1067623.4784657392,2035,Strategy 3,high_collection,baseline
15,CRI,CHN,1308.640369458756,14090.98,313480.42964501097,2035,Strategy 3,high_collection,baseline
16,CYM,CHN,0.0109541575308866,13188.35,2.455943479031961,2035,Strategy 3,high_collection,baseline
17,DOM,CHN,2767.655918523573,13500.16,635184.5613252583,2035,Strategy 3,high_collection,baseline
18,ECU,CHN,1715.039322169013,15364.41,447959.6443027557,2035,Strategy 3,high_collection,baseline
19,EST,CHN,4203.411798978529,6372.091,455336.88239060325,2035,Strategy 3,high_collection,baseline
20,FJI,CHN,3.290946492797453,9104.002,509.33331868945703,2035,Strategy 3,high_collection,baseline
21,GEO,CHN,96.4941529565569,5852.917,9601.128560080548,2035,Strategy 3,high_collection,baseline
22,GRD,CHN,112.91835359345436,14245.04,27344.94988243932,2035,Strategy 3,high_collection,baseline
23,GRL,CHN,1.4562384988491832,8400.893,207.9729647923144,2035,Strategy 3,high_collection,baseline
24,GTM,CHN,4591.736050651313,13351.5,1042211.5859646072,2035,Strategy 3,high_collection,baseline
25,GUY,CHN,2767.6215057117115,14808.48,696732.5511533301,2035,Strategy 3,high_collection,baseline
26,HND,CHN,501.65040603078137,13543.21,115497.26552282236,2035,Strategy 3,high_collection,baseline
27,JAM,CHN,4.816587825558109,13446.64,1101.037682817266,2035,Strategy 3,high_collection,baseline
28,KAZ,CHN,2715.6298908035124,3655.658,168766.04030103478,2035,Strategy 3,high_collection,baseline
29,KGZ,CHN,2.970928958910884,3471.802,175.34611072388034,2035,Strategy 3,high_collection,baseline
30,KIR,CHN,3.144359805956868,7138.044,381.557836994777,2035,Strategy 3,high_collection,baseline
31,LAO,CHN,17491.285940053604,2778.652,826237.3432183311,2035,Strategy 3,high_collection,baseline
32,LCA,CHN,26.43011148281996,14025.15,6301.666727075631,2035,Strategy 3,high_collection,baseline
33,LVA,CHN,5269.356658931888,6523.571,584375.3789107043,2035,Strategy 3,high_collection,baseline
34,MDA,CHN,561.3379851570976,6742.606,64342.97473471867,2035,Strategy 3,high_collection,baseline
35,MEX,CHN,77192.37525300222,12467.17,16360297.90471052,2035,Strategy 3,high_collection,baseline
36,MKD,CHN,260.7547803165816,7531.092,33384.06008006741,2035,Strategy 3,high_collection,baseline
37,MLT,CHN,1783.401877041553,8417.788,255209.08163554364,2035,Strategy 3,high_collection,baseline
38,MMR,CHN,7875.985931984537,3234.079,433016.5320177526,2035,Strategy 3,high_collection,baseline
39,MNG,CHN,476.3576428557001,1172.047,9491.33028601361,2035,Strategy 3,high_collection,baseline
40,NCL,CHN,0.1742829338101756,8648.526,25.623938235030906,2035,Strategy 3,high_collection,baseline
41,NIC,CHN,1531.9078829545952,13785.57,359009.7970183804,2035,Strategy 3,high_collection,baseline
42,NPL,CHN,443.25918574550576,3160.925,23818.853708944418,2035,Strategy 3,high_collection,baseline
43,PAN,CHN,7.22406352966864,14352.56,1762.6246893074758,2035,Strategy 3,high_collection,baseline
44,PER,CHN,6176.793316548523,16666.29,1750051.8876222114,2035,Strategy 3,high_collection,baseline
45,PHL,CHN,350282.7674492008,2850.319,16973099.666361656,2035,Strategy 3,high_collection,baseline
46,PLW,CHN,3.699238763798449,4048.299,254.58561800019046,2035,Strategy 3,high_collection,baseline
47,PYF,CHN,565.5468595251498,11590.93,111438.63902808937,2035,Strategy 3,high_collection,baseline
48,ROM,CHN,104738.4521486003,7068.477,12585802.780475693,2035,Strategy 3,high_collection,baseline
49,SLB,CHN,3.075632164665125,7089.695,370.68999765431374,2035,Strategy 3,high_collection,baseline
50,SLV,CHN,7.773577925910045,13507.86,1785.0748394788156,2035,Strategy 3,high_collection,baseline
51,TJK,CHN,146.07352897989222,4052.918,10064.408593744156,2035,Strategy 3,high_collection,baseline
52,TON,CHN,0.0046479291228941,9809.154,0.7750682933084037,2035,Strategy 3,high_collection,baseline
53,TTO,CHN,1140.88647979925,14403.7,279360.77201443585,2035,Strategy 3,high_collection,baseline
54,TUN,CHN,260.1331107623691,8646.589,38237.489598912594,2035,Strategy 3,high_collection,baseline
55,UKR,CHN,85.38987326406712,6460.799,9378.675732508396,2035,Strategy 3,high_collection,baseline
56,UZB,CHN,2465.503647174313,3943.621,165291.2032957446,2035,Strategy 3,high_collection,baseline
57,VNM,CHN,65284.26405807603,2330.799,2586796.4554990926,2035,Strategy 3,high_collection,baseline
58,WSM,CHN,3.476582436008368,8268.319,488.67337438214264,2035,Strategy 3,high_collection,baseline
59,YUG,CHN,1061.5543049078278,7419.217,133890.32967172077,2035,Strategy 3,high_collection,baseline
60,AFG,IND,0.0502072433086769,1003.893,0.856845901816919,2035,Strategy 3,high_collection,baseline
61,AGO,IND,190.39236036234587,8025.968,25977.41085911516,2035,Strategy 3,high_collection,baseline
62,ARE,IND,227.46344080153207,2312.871,8943.591128431364,2035,Strategy 3,high_collection,baseline
63,ARG,IND,3989.8118817754175,15817.92,1072878.9277365413,2035,Strategy 3,high_collection,baseline
64,ARM,IND,2.2287509370135474,3245.064,122.95147032137181,2035,Strategy 3,high_collection,baseline
65,AZE,IND,1341.57050190566,2811.586,64122.99429990575,2035,Strategy 3,high_collection,baseline
66,BDI,IND,368.0398202073503,6231.257,38986.962001078486,2035,Strategy 3,high_collection,baseline
67,BEN,IND,2932.1216964643663,8152.097,406349.9882514952,2035,Strategy 3,high_collection,baseline
68,BFA,IND,1344.8930264195324,8289.058,189514.23709637966,2035,Strategy 3,high_collection,baseline
69,BHR,IND,2.5441666893917594,2634.919,113.96244353377257,2035,Strategy 3,high_collection,baseline
70,BRA,IND,414668.845620231,14251.55,100464454.37558305,2035,Strategy 3,high_collection,baseline
71,BWA,IND,447.1663701293844,8087.728,61481.51953001436,2035,Strategy 3,high_collection,baseline
72,CIV,IND,317.6120570870165,8923.044,48179.12812540533,2035,Strategy 3,high_collection,baseline
73,CMR,IND,1.562784155343562,7444.171,197.7717523039567,2035,Strategy 3,high_collection,baseline
74,COG,IND,2.766149410305892,7559.667,355.4898630407015,2035,Strategy 3,high_collection,baseline
75,COM,IND,5.843277952445153,5782.406,574.3994933620716,2035,Strategy 3,high_collection,baseline
76,CYP,IND,4002.4181707889975,4175.156,284082.2440847381,2035,Strategy 3,high_collection,baseline
77,EGY,IND,12104.46484509419,4432.625,912127.4092277559,2035,Strategy 3,high_collection,baseline
78,ETH,IND,901.1443422669644,4561.518,69879.96434343162,2035,Strategy 3,high_collection,baseline
79,GHA,IND,19.560369288217224,8498.109,2825.8445549558805,2035,Strategy 3,high_collection,baseline
80,GIN,IND,5.029469478586883,9794.44,837.4342296774588,2035,Strategy 3,high_collection,baseline
81,IND,IND,425652.0421690757,681.9816,4934876.632949473,2035,Strategy 3,high_collection,baseline
82,IRN,IND,73.12834582896167,2544.592,3163.3906640833575,2035,Strategy 3,high_collection,baseline
83,ISR,IND,34525.28431903473,4069.441,2388476.3282571286,2035,Strategy 3,high_collection,baseline
84,JOR,IND,2235.870642885964,3961.406,150572.25345918938,2035,Strategy 3,high_collection,baseline
85,KEN,IND,23805.663420879144,5439.083,2201176.6466758354,2035,Strategy 3,high_collection,baseline
86,KWT,IND,11.911028274436903,2838.48,574.7566641192022,2035,Strategy 3,high_collection,baseline
87,LBN,IND,19200.808625753984,3985.349,1300872.6987492805,2035,Strategy 3,high_collection,baseline
88,LKA,IND,153354.4671979011,2431.215,6338240.576465268,2035,Strategy 3,high_collection,baseline
89,LSO,IND,306.10785963310866,8338.232,43390.77196095302,2035,Strategy 3,high_collection,baseline
90,MDG,IND,713.4464624452893,6175.918,74905.17644068715,2035,Strategy 3,high_collection,baseline
91,MDV,IND,159.96814280806225,2750.004,7478.521554110622,2035,Strategy 3,high_collection,baseline
92,MLI,IND,170.4898656074687,8884.225,25749.395546700733,2035,Strategy 3,high_collection,baseline
93,MOZ,IND,0.745006040170537,7723.632,97.82059236492556,2035,Strategy 3,high_collection,baseline
94,MUS,IND,927.3326022499753,5828.435,91883.2625251122,2035,Strategy 3,high_collection,baseline
95,MWI,IND,2538.2431129566426,6653.143,287084.00478751684,2035,Strategy 3,high_collection,baseline
96,NAM,IND,1066.5870505210678,8601.866,155968.86106059674,2035,Strategy 3,high_collection,baseline
97,NER,IND,699.0132513956389,7865.206,93464.0147222603,2035,Strategy 3,high_collection,baseline
98,NGA,IND,86929.03810393406,7585.293,11209497.811850572,2035,Strategy 3,high_collection,baseline
99,OMN,IND,948.6470258822476,1936.222,31225.451109712216,2035,Strategy 3,high_collection,baseline
100,PAK,IND,73766.62663996786,683.3699,856968.168594967,2035,Strategy 3,high_collection,baseline
101,PAL,IND,42.94891329679231,4106.997,2998.6479870741646,2035,Strategy 3,high_collection,baseline
102,PRY,IND,793.0746479013507,15567.39,209883.73983088112,2035,Strategy 3,high_collection,baseline
103,QAT,IND,9.261624426120209,2570.834,404.77168248830543,2035,Strategy 3,high_collection,baseline
104,RWA,IND,5.4667456283380265,6067.339,563.8661822162119,2035,Strategy 3,high_collection,baseline
105,SAU,IND,14121.949741002816,3053.153,732980.0446990635,2035,Strategy 3,high_collection,baseline
106,SDN,IND,8.08152100859207,4801.305,659.6314028446885,2035,Strategy 3,high_collection,baseline
107,SLE,IND,46.04628994904631,9613.527,7525.343278474751,2035,Strategy 3,high_collection,baseline
108,SWZ,IND,22.985973500526008,7850.425,3067.6442373037376,2035,Strategy 3,high_collection,baseline
109,SYC,IND,165.9126467288284,4372.486,12332.662325760715,2035,Strategy 3,high_collection,baseline
110,TGO,IND,519.943210633251,8309.508,73448.02856114565,2035,Strategy 3,high_collection,baseline
111,TZA,IND,4547.2885743575935,5894.054,455633.3949843935,2035,Strategy 3,high_collection,baseline
112,UGA,IND,40374.87896438909,5691.471,3906471.69682362,2035,Strategy 3,high_collection,baseline
113,URY,IND,385.6732040042789,15606.99,102326.3632487666,2035,Strategy 3,high_collection,baseline
114,YEM,IND,1294.2376299598918,3691.113,81212.01479758049,2035,Strategy 3,high_collection,baseline
115,ZAF,IND,373.3384455683674,8000.751,50778.79500923254,2035,Strategy 3,high_collection,baseline
116,ZMB,IND,6.388019189097961,7197.28,781.5981667382866,2035,Strategy 3,high_collection,baseline
117,ZWE,IND,9.379705200560382,7167.757,1142.9346093573024,2035,Strategy 3,high_collection,baseline
118,AUS,JPN,82340.26764901007,7958.28,11139877.388837986,2035,Strategy 3,high_collection,baseline
119,JPN,JPN,47907.97117224801,231.188,188287.71666928445,2035,Strategy 3,high_collection,baseline
120,NZL,JPN,16041.891710513422,9575.732,2611418.5484792683,2035,Strategy 3,high_collection,baseline
121,USA,JPN,643772.3473151616,10918.79,119496656.15840234,2035,Strategy 3,high_collection,baseline
122,AUT,KOR,32976.425497425706,8289.029,4646823.303496519,2035,Strategy 3,high_collection,baseline
123,BEL,KOR,45448.58653606568,8722.114,6738931.799409309,2035,Strategy 3,high_collection,baseline
124,CAN,KOR,344680.6256074202,10528.16,61690497.180015296,2035,Strategy 3,high_collection,baseline
125,CHE,KOR,30538.74855484806,8878.165,4609176.825578695,2035,Strategy 3,high_collection,baseline
126,CZE,KOR,130097.3726701551,8262.063,18272835.715300094,2035,Strategy 3,high_collection,baseline
127,DEU,KOR,278115.4866095425,8139.991,38485578.48535904,2035,Strategy 3,high_collection,baseline
128,DNK,KOR,19993.877704894287,7955.016,2703877.4897561143,2035,Strategy 3,high_collection,baseline
129,ESP,KOR,194451.1268466568,10012.64,33098475.222068466,2035,Strategy 3,high_collection,baseline
130,FIN,KOR,23732.839402773505,7070.555,2852673.8871591133,2035,Strategy 3,high_collection,baseline
131,FRA,KOR,257332.40608233667,8981.467,39290782.72540481,2035,Strategy 3,high_collection,baseline
132,GBR,KOR,248178.6303208752,8875.39,37445596.27398107,2035,Strategy 3,high_collection,baseline
133,GRC,KOR,37800.94413817392,8528.293,5480417.963878655,2035,Strategy 3,high_collection,baseline
134,HUN,KOR,29801.117986987912,8182.963,4145644.5793846617,2035,Strategy 3,high_collection,baseline
135,IRL,KOR,22345.094522501444,8968.355,3406778.5831679236,2035,Strategy 3,high_collection,baseline
136,ISL,KOR,1143.3310458949657,8396.076,163191.4040263915,2035,Strategy 3,high_collection,baseline
137,ITA,KOR,203408.48197759548,8982.659,31061533.53231056,2035,Strategy 3,high_collection,baseline
138,KOR,KOR,169743.20235249167,118.6343,342335.22184438544,2035,Strategy 3,high_collection,baseline
139,LUX,KOR,3009.640325674999,8733.371,446833.1941915701,2035,Strategy 3,high_collection,baseline
140,NLD,KOR,67939.24482546971,8573.183,9901744.839099433,2035,Strategy 3,high_collection,baseline
141,NOR,KOR,17948.48707410563,7730.767,2358844.7167311804,2035,Strategy 3,high_collection,baseline
142,POL,KOR,188719.9027335593,7753.967,24876574.26666689,2035,Strategy 3,high_collection,baseline
143,PRT,KOR,38460.14178315912,10433.49,6821649.579783938,2035,Strategy 3,high_collection,baseline
144,SVK,KOR,25685.00537835627,8246.657,3600862.299773809,2035,Strategy 3,high_collection,baseline
145,SWE,KOR,40234.381208604864,7445.181,5092388.258858054,2035,Strategy 3,high_collection,baseline
146,TUR,KOR,58734.9701666584,7759.101,7747419.617836519,2035,Strategy 3,high_collection,baseline
147,USA,KOR,1962883.1342591164,11185.97,373264781.5065836,2035,Strategy 3,high_collection,baseline
148,AND,RUS,5.742900478764444,2973.003,290.2522259851582,2035,Strategy 3,high_collection,baseline
149,BLR,RUS,4014.366204225289,686.9657,46881.44212221347,2035,Strategy 3,high_collection,baseline
150,BRA,RUS,50678.73728048824,11192.67,9642916.50075244,2035,Strategy 3,high_collection,baseline
151,CPV,RUS,11.686428662119186,6862.205,1363.309376354739,2035,Strategy 3,high_collection,baseline
152,DZA,RUS,773.4604023088499,3340.904,43928.96818255918,2035,Strategy 3,high_collection,baseline
153,HRV,RUS,14947.362979516964,1875.36,476538.67283353786,2035,Strategy 3,high_collection,baseline
154,LTU,RUS,8275.25061912568,794.0689,111709.02565800861,2035,Strategy 3,high_collection,baseline
155,MAR,RUS,2850.557149462414,4156.454,201419.56432389803,2035,Strategy 3,high_collection,baseline
156,MRT,RUS,0.0679980052669385,6115.446,7.069248198400525,2035,Strategy 3,high_collection,baseline
157,RUS,RUS,29365.958546500427,1554.244,775911.7028774992,2035,Strategy 3,high_collection,baseline
158,SEN,RUS,10067.977882844943,6529.711,1117596.7607992787,2035,Strategy 3,high_collection,baseline
159,SVN,RUS,7068.409061592709,1937.979,232873.28152119843,2035,Strategy 3,high_collection,baseline
160,IDN,THA,44889.80020155649,2316.466,1767756.830532879,2035,Strategy 3,high_collection,baseline
161,KHM,THA,1756.9738516235293,535.9692,16008.62578448489,2035,Strategy 3,high_collection,baseline
162,LKA,THA,50314.476934160906,2381.501,2037007.6112640796,2035,Strategy 3,high_collection,baseline
163,MYS,THA,40.89982570710805,1187.123,825.4031044792871,2035,Strategy 3,high_collection,baseline
164,THA,THA,31057.42664016364,269.427,142251.0578854493,2035,Strategy 3,high_collection,baseline
165,VNM,VNM,13023.0078765978,216.4326,47916.2587273932,2035,Strategy 3,high_collection,baseline
0,BRA,CHN,599199.9499765832,16948.04,172639500.24341926,2040,Strategy 2,high_collection,baseline
1,CHN,CHN,18607732.944662027,1163.707,368117134.3911749,2040,Strategy 2,high_collection,baseline
2,ROM,CHN,449430.0523640164,7068.477,54005361.80014538,2040,Strategy 2,high_collection,baseline
3,YUG,CHN,2731.4005119115573,7419.217,344502.5029003098,2040,Strategy 2,high_collection,baseline
4,IND,IND,5871392.670391617,681.9816,68071090.04889312,2040,Strategy 2,high_collection,baseline
5,JPN,JPN,98447.84155570791,231.188,386919.313090877,2040,Strategy 2,high_collection,baseline
6,AUS,KOR,116655.39146521644,8418.786,16695645.200362023,2040,Strategy 2,high_collection,baseline
7,BEL,KOR,47156.99191770066,8722.114,6992247.209855484,2040,Strategy 2,high_collection,baseline
8,CAN,KOR,1145595.4605979314,10528.16,205037209.17562822,2040,Strategy 2,high_collection,baseline
9,CHE,KOR,31695.778878448134,8878.165,4783806.029668419,2040,Strategy 2,high_collection,baseline
10,CZE,KOR,255405.5813096176,8262.063,35873009.05663861,2040,Strategy 2,high_collection,baseline
11,DEU,KOR,313785.0045035479,8139.991,43421520.914095275,2040,Strategy 2,high_collection,baseline
12,ESP,KOR,164730.8693416901,10012.64,28039645.15729146,2040,Strategy 2,high_collection,baseline
13,FIN,KOR,41615.975925611725,7070.555,5002216.793232132,2040,Strategy 2,high_collection,baseline
14,FRA,KOR,254663.73861082748,8981.467,38883317.39530614,2040,Strategy 2,high_collection,baseline
15,GBR,KOR,249487.60802103436,8875.39,37643096.96301474,2040,Strategy 2,high_collection,baseline
16,HUN,KOR,43477.13419662696,8182.963,6048120.268109564,2040,Strategy 2,high_collection,baseline
17,ITA,KOR,197854.5289553171,8982.659,30213416.00859108,2040,Strategy 2,high_collection,baseline
18,KOR,KOR,161419.21581241902,118.6343,325547.54646573943,2040,Strategy 2,high_collection,baseline
19,NLD,KOR,72072.28753755771,8573.183,10504111.47489773,2040,Strategy 2,high_collection,baseline
20,NOR,KOR,21610.904015367058,7730.767,2840170.6812368413,2040,Strategy 2,high_collection,baseline
21,POL,KOR,141532.5852294567,7753.967,18656462.91999621,2040,Strategy 2,high_collection,baseline
22,SVK,KOR,21260.733064729862,8246.657,2980609.543607562,2040,Strategy 2,high_collection,baseline
23,SWE,KOR,47400.1552933355,7445.181,5999346.504978845,2040,Strategy 2,high_collection,baseline
24,TUR,KOR,164441.32312642885,7759.101,21690586.190097153,2040,Strategy 2,high_collection,baseline
25,USA,KOR,7322033.588770572,11185.97,1392368817.0706592,2040,Strategy 2,high_collection,baseline
26,BRA,RUS,488409.8769041176,11192.67,92932379.80778296,2040,Strategy 2,high_collection,baseline
27,RUS,RUS,75779.3210651096,1554.244,2002252.4365218435,2040,Strategy 2,high_collection,baseline
28,BRA,THA,265072.57838439464,16629.35,74935739.58306107,2040,Strategy 2,high_collection,baseline
29,IND,THA,152053.88690105826,2919.706,7547194.980441801,2040,Strategy 2,high_collection,baseline
30,THA,THA,81573.3522301742,269.427,373627.0807124255,2040,Strategy 2,high_collection,baseline
31,VNM,THA,65489.38045360008,990.7018,1102967.6006365293,2040,Strategy 2,high_collection,baseline
32,VNM,VNM,57375.17267483666,216.4326,211103.58255688552,2040,Strategy 2,high_collection,baseline
0,ABW,CHN,0.4855871662009492,14155.35,116.85215698240432,2040,Strategy 3,high_collection,baseline
1,AFG,CHN,0.2096041601099202,4180.438,14.89603232998711,2040,Strategy 3,high_collection,baseline
2,AGO,CHN,630.4213987978466,11769.51,126135.76627520916,2040,Strategy 3,high_collection,baseline
3,ALB,CHN,42640.43394011791,7686.079,5571541.645586468,2040,Strategy 3,high_collection,baseline
4,ARE,CHN,77.28220563249056,5966.427,7838.676851189144,2040,Strategy 3,high_collection,baseline
5,ARM,CHN,0.871355174932799,5947.15,88.09535878622712,2040,Strategy 3,high_collection,baseline
6,AZE,CHN,6049.754617535088,5520.214,567730.9823167913,2040,Strategy 3,high_collection,baseline
7,BDI,CHN,1297.3577768016014,10011.62,220807.10211150165,2040,Strategy 3,high_collection,baseline
8,BEN,CHN,31493.315245903497,11516.91,6165996.513907874,2040,Strategy 3,high_collection,baseline
9,BFA,CHN,7633.477551074691,11404.37,1479935.0404455448,2040,Strategy 3,high_collection,baseline
10,BGD,CHN,4.399002125062478,3036.238,227.05909604132265,2040,Strategy 3,high_collection,baseline
11,BGR,CHN,109275.25359599524,7364.447,13680780.829827528,2040,Strategy 3,high_collection,baseline
12,BHR,CHN,5.194984669645688,6184.87,546.2151821737759,2040,Strategy 3,high_collection,baseline
13,BHS,CHN,0.036133222713237,12659.7,7.77640791290703,2040,Strategy 3,high_collection,baseline
14,BIH,CHN,925.2419781081256,7615.699,119788.19492641326,2040,Strategy 3,high_collection,baseline
15,BMU,CHN,4.15779845113057,11995.19,847.8509008512874,2040,Strategy 3,high_collection,baseline
16,BOL,CHN,8778.006935232492,17709.48,2642716.950409139,2040,Strategy 3,high_collection,baseline
17,BRA,CHN,1117559.4111884723,16948.04,321987507.25437754,2040,Strategy 3,high_collection,baseline
18,BRN,CHN,47.83575540894145,3896.4,3168.5830353817914,2040,Strategy 3,high_collection,baseline
19,BWA,CHN,923.7090117741012,11792.98,185185.79232841957,2040,Strategy 3,high_collection,baseline
20,CHL,CHN,20060.60194454601,19079.88,6506815.923104978,2040,Strategy 3,high_collection,baseline
21,CHN,CHN,18607732.944662027,1163.707,368117134.3911749,2040,Strategy 3,high_collection,baseline
22,CIV,CHN,850.6214165658038,12121.88,175289.22252969167,2040,Strategy 3,high_collection,baseline
23,CMR,CHN,2.1849501833758422,11002.26,408.66963007732784,2040,Strategy 3,high_collection,baseline
24,COG,CHN,7.560560978397966,11274.53,1449.1101166522128,2040,Strategy 3,high_collection,baseline
25,COL,CHN,11278.141995266356,14937.48,2863939.348354672,2040,Strategy 3,high_collection,baseline
26,COM,CHN,44.61517946741632,9456.55,7172.396481674128,2040,Strategy 3,high_collection,baseline
27,CRI,CHN,3714.712516768197,14090.98,889846.9762520156,2040,Strategy 3,high_collection,baseline
28,CYP,CHN,5931.367417318917,7076.428,713539.2059934557,2040,Strategy 3,high_collection,baseline
29,DOM,CHN,13134.398558452234,13500.16,3014380.194728867,2040,Strategy 3,high_collection,baseline
30,ECU,CHN,6980.848428711333,15364.41,1823362.495911804,2040,Strategy 3,high_collection,baseline
31,EGY,CHN,88809.91654358381,7551.418,11400893.640217183,2040,Strategy 3,high_collection,baseline
32,EST,CHN,5382.888959212431,6372.091,583104.3909469473,2040,Strategy 3,high_collection,baseline
33,ETH,CHN,2699.699125582313,8315.988,381661.31404320116,2040,Strategy 3,high_collection,baseline
34,FJI,CHN,0.0833888726360945,9104.002,12.905931875364745,2040,Strategy 3,high_collection,baseline
35,GEO,CHN,276.09206858854805,5852.917,27471.047350720342,2040,Strategy 3,high_collection,baseline
36,GHA,CHN,38.92240563641306,11831.63,7828.763537399215,2040,Strategy 3,high_collection,baseline
37,GIN,CHN,7.435422372123817,12651.77,1599.2113129844042,2040,Strategy 3,high_collection,baseline
38,GRD,CHN,436.4620420886608,14245.04,105696.12721658917,2040,Strategy 3,high_collection,baseline
39,GRL,CHN,2.717110871191758,8400.893,388.04468086631863,2040,Strategy 3,high_collection,baseline
40,GTM,CHN,18170.93383454622,13351.5,4124356.792563046,2040,Strategy 3,high_collection,baseline
41,GUY,CHN,4209.3911272660935,14808.48,1059689.633445056,2040,Strategy 3,high_collection,baseline
42,HND,CHN,1579.612971237696,13543.21,363681.5131993333,2040,Strategy 3,high_collection,baseline
43,IND,CHN,152053.88690105826,3785.013,9783940.9565576,2040,Strategy 3,high_collection,baseline
44,IRN,CHN,88.65133099848848,5609.038,8453.227633458697,2040,Strategy 3,high_collection,baseline
45,ISR,CHN,36925.58813383643,7146.982,4486410.733443024,2040,Strategy 3,high_collection,baseline
46,JAM,CHN,12.185203285344953,13446.64,2785.450712382464,2040,Strategy 3,high_collection,baseline
47,JOR,CHN,9192.548231705428,7061.988,1103600.3101293242,2040,Strategy 3,high_collection,baseline
48,KAZ,CHN,6367.833251924261,3655.658,395736.54969107,2040,Strategy 3,high_collection,baseline
49,KEN,CHN,202185.2341744925,9223.831,31703681.32225604,2040,Strategy 3,high_collection,baseline
50,KGZ,CHN,4.688965276065952,3471.802,276.74570339739756,2040,Strategy 3,high_collection,baseline
51,KIR,CHN,7.84979473725363,7138.044,952.5470638332425,2040,Strategy 3,high_collection,baseline
52,KWT,CHN,24.95006702497011,6225.544,2640.5715811373093,2040,Strategy 3,high_collection,baseline
53,LAO,CHN,119006.19539204278,2778.652,5621505.648254338,2040,Strategy 3,high_collection,baseline
54,LBN,CHN,75359.42621217786,6983.571,8946724.359024087,2040,Strategy 3,high_collection,baseline
55,LCA,CHN,89.1974153260372,14025.15,21267.121202519502,2040,Strategy 3,high_collection,baseline
56,LVA,CHN,7004.157966096351,6523.571,776766.0703797673,2040,Strategy 3,high_collection,baseline
57,MDA,CHN,2562.7559405147176,6742.606,293754.110877853,2040,Strategy 3,high_collection,baseline
58,MEX,CHN,488640.5171073958,12467.17,103563394.7263188,2040,Strategy 3,high_collection,baseline
59,MKD,CHN,791.9008130641496,7531.092,101385.9239270355,2040,Strategy 3,high_collection,baseline
60,MLI,CHN,966.312103691738,11841.6,194525.58392029346,2040,Strategy 3,high_collection,baseline
61,MLT,CHN,2325.650034237972,8417.788,332806.09215693583,2040,Strategy 3,high_collection,baseline
62,MMR,CHN,58662.03735232187,3234.079,3225200.2726721168,2040,Strategy 3,high_collection,baseline
63,MNG,CHN,2130.63789855302,1172.047,42452.53187045131,2040,Strategy 3,high_collection,baseline
64,MWI,CHN,12485.17846978395,10394.82,2206280.1086417534,2040,Strategy 3,high_collection,baseline
65,NAM,CHN,5496.445568915256,12372.95,1156123.1854324704,2040,Strategy 3,high_collection,baseline
66,NCL,CHN,0.1431747766936378,8648.526,21.05026323924505,2040,Strategy 3,high_collection,baseline
67,NER,CHN,4856.886258824806,11024.17,910233.3763951273,2040,Strategy 3,high_collection,baseline
68,NGA,CHN,850961.3363695052,10960.48,158558060.036871,2040,Strategy 3,high_collection,baseline
69,NIC,CHN,6538.871845496138,13785.57,1532415.2843009753,2040,Strategy 3,high_collection,baseline
70,NPL,CHN,1372.2595057254912,3160.925,73739.35942830093,2040,Strategy 3,high_collection,baseline
71,OMN,CHN,3784.611519479471,5658.039,364029.1528100899,2040,Strategy 3,high_collection,baseline
72,PAK,CHN,875526.4820662402,3882.877,57792547.881800584,2040,Strategy 3,high_collection,baseline
73,PAL,CHN,146.9949484417296,7206.27,18007.849880822112,2040,Strategy 3,high_collection,baseline
74,PAN,CHN,1.8612952349121443,14352.56,454.143976125441,2040,Strategy 3,high_collection,baseline
75,PER,CHN,21916.53772021887,16666.29,6209545.348498812,2040,Strategy 3,high_collection,baseline
76,PHL,CHN,1807813.1352557775,2850.319,87598350.17377491,2040,Strategy 3,high_collection,baseline
77,PLW,CHN,8.385632735802915,4048.299,577.1083265182095,2040,Strategy 3,high_collection,baseline
78,PRY,CHN,2780.584213492157,18311.35,865576.2625414033,2040,Strategy 3,high_collection,baseline
79,PYF,CHN,1956.8849425858689,11590.93,385595.9785886361,2040,Strategy 3,high_collection,baseline
80,QAT,CHN,3.055551068231383,6164.891,320.2313677698607,2040,Strategy 3,high_collection,baseline
